Experiment,V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,blank,Volt,Time,Overpotential V at 10.0 mA/cm2,Overpotential V at 20.0 mA/cm2,Overpotential V at 30.0 mA/cm2,Overpotential V at 40.0 mA/cm2,Overpotential V at 50.0 mA cm-2
exp537,0,0,0,8,0,8,0,7,7,7,33,-1.2,60,-0.4057,-0.4747,-0.5227,-0.5557,-0.5807
exp150,5,5,10,5,10,0,0,15,5,10,5,-1.3,150,-0.1747,-0.2147,-0.2407,-0.2607,-0.2787
exp279,5,0,5,25,0,10,0,5,5,10,5,-1.2,120,-0.4387,-0.4967,-0.5317,-0.5567,-0.5747
exp415,15,0,0,0,10,25,0,15,0,5,0,-1.4,90,-0.4237,-0.5107,-0.5627,-0.5937,-0.6177
exp494,0,5,20,5,0,0,0,30,5,5,0,-1.4,60,-0.5587,-0.6117,-0.6387,-0.6587,-0.6747
exp238,0,15,15,5,0,5,0,5,5,10,10,-1.5,150,-0.5077,-0.5807,-0.6207,-0.6477,-0.6667
exp506,0,0,8,0,8,8,8,0,15,0,23,-1.5,60,-0.5397,-0.5987,-0.6337,-0.6617,-0.6847
exp436,10,0,0,0,15,10,5,0,5,20,5,-1.1,150,-0.5507,-0.5927,-0.6197,-0.6407,-0.6587
exp234,0,15,0,0,0,10,5,5,30,5,0,-1.4,150,-0.8027,-0.8287,-0.8467,-0.8617,-0.8757
exp369,15,0,0,0,5,5,0,45,0,0,0,-1.5,120,-0.4137,-0.4837,-0.5267,-0.5577,-0.5807
exp280,0,0,0,10,0,5,5,25,5,10,10,-1.4,60,-0.6227,-0.6557,-0.6787,-0.6997,-0.7157
exp439,5,30,0,0,0,5,0,10,10,10,0,-1.5,90,-0.6047,-0.6347,-0.6537,-0.6697,-0.6837
exp21,5,0,5,5,0,15,0,10,30,0,0,-1.3,60,-0.7057,-0.7397,-0.7587,-0.7737,-0.7847
exp517,0,0,0,0,0,0,8,15,15,15,17,-1.5,90,-0.7747,-0.7967,-0.8117,-0.8237,-0.8357
exp432,0,0,15,10,0,0,5,25,0,15,0,-1.2,150,-0.3017,-0.3487,-0.3817,-0.4087,-0.4307
exp154,5,5,0,5,15,0,5,10,0,20,5,-1.5,120,-0.2197,-0.2607,-0.2897,-0.3117,-0.3297
exp155,5,5,5,30,0,0,0,0,20,5,0,-1.5,150,-0.5627,-0.6197,-0.6437,-0.6617,-0.6767
exp428,25,5,0,0,5,0,5,5,20,0,5,-1.5,60,-0.7547,-0.7827,-0.8017,-0.8167,-0.8307
exp461,10,35,5,0,0,0,0,5,10,5,0,-1.5,90,-0.7087,-0.7337,-0.7527,-0.7687,-0.7827
exp250,0,35,0,0,0,0,0,10,15,0,10,-1.3,150,,,,,
exp236,0,0,15,5,0,15,0,10,5,15,5,-1.4,90,,,,,
exp387,10,15,0,0,0,0,15,15,10,0,5,-1.1,150,-0.8447,-0.8747,-0.8957,-0.9137,-0.9297
exp554,8,0,8,8,0,0,8,15,15,0,8,-1.2,60,-0.7177,-0.7387,-0.7497,-0.7587,-0.7667
exp384,0,0,20,0,15,5,0,5,15,5,5,-1.3,60,-0.7407,-0.7797,-0.8037,-0.8227,-0.8387
exp214,0,0,0,0,10,15,0,30,0,0,15,-1.1,150,,,,,
exp396,0,0,0,20,5,5,0,30,0,5,5,-1.2,90,,,,,
exp503,8,0,8,0,0,8,8,15,15,0,8,-1.5,180,-0.7657,-0.7977,-0.8217,-0.8417,-0.8587
exp298,5,0,5,0,0,0,10,0,25,0,25,-1.1,60,-0.8097,-0.8397,-0.8607,-0.8777,-0.8937
exp496,0,0,0,5,10,0,5,10,15,15,10,-1.1,150,-0.3087,-0.3617,-0.3977,-0.4267,-0.4507
exp561,0,0,8,0,0,0,8,7,7,0,40,-1.1,60,-0.8257,-0.8437,-0.8557,-0.8657,-0.8747
exp87,0,5,0,25,0,0,15,15,5,5,0,-1.3,90,-0.3317,-0.3657,-0.3897,-0.4087,-0.4257
exp264,0,10,0,15,0,5,15,5,10,5,5,-1.4,120,-0.2947,-0.3247,-0.3447,-0.3607,-0.3767
exp4,5,0,25,0,10,0,0,10,10,10,0,-1.4,90,-0.2477,-0.4157,-0.4647,-0.5007,-0.5297
exp226,0,0,5,0,10,15,0,15,5,0,20,-1.4,120,-0.2797,-0.3197,-0.3457,-0.3677,-0.3847
exp326,10,5,5,0,0,15,15,10,5,5,0,-1.4,60,-0.6097,-0.6517,-0.6827,-0.7077,-0.7307
exp86,10,5,0,5,0,0,25,10,0,15,0,-1.5,60,-0.6667,-0.6907,-0.7057,-0.7177,-0.7277
exp193,20,5,0,0,10,0,0,20,0,5,10,-1.4,120,-0.5987,-0.6337,-0.6567,-0.6747,-0.6907
exp592,0,0,0,0,20,0,0,0,0,50,50,-1.0,180,-0.4307,-0.4657,-0.4917,-0.5127,-0.5307
exp539,0,0,8,8,0,0,0,0,15,0,39,-1.1,90,-0.2787,-0.3677,-0.4057,-0.4367,-0.4627
exp347,0,20,0,0,5,0,10,0,0,20,15,-1.3,60,-0.8107,-0.8507,-0.8777,-0.8997,-0.9187
exp350,0,0,5,15,0,25,0,10,15,0,0,-1.1,60,-0.5027,-0.5847,-0.6277,-0.6567,-0.6777
exp99,5,5,5,5,5,0,5,5,5,25,5,-1.3,150,-0.5437,-0.6027,-0.6327,-0.6547,-0.6727
exp122,5,0,0,0,0,5,30,5,20,0,5,-1.3,90,-0.7907,-0.8407,-0.8717,-0.8957,-0.9127
exp289,0,5,25,5,0,0,0,0,10,15,10,-1.2,120,-0.3147,-0.3537,-0.3807,-0.4007,-0.4227
exp454,0,0,10,10,0,0,10,20,0,10,10,-1.3,90,-0.5337,-0.5837,-0.6077,-0.6257,-0.6407
exp45,0,5,5,20,5,5,10,0,15,5,0,-1.2,120,-0.2777,-0.3187,-0.3427,-0.3617,-0.3767
exp579,0,0,0,0,20,30,0,0,0,20,20,-1.5,60,-0.3957,-0.4267,-0.4467,-0.4627,-0.4767
exp400,0,15,10,5,10,0,10,10,5,5,0,-1.3,120,,,,,
exp106,0,0,25,0,0,10,0,10,20,5,0,-1.3,150,-0.7027,-0.7377,-0.7597,-0.7827,-0.8097
exp438,5,0,10,10,0,0,5,5,20,0,15,-1.1,150,-0.7137,-0.7317,-0.7447,-0.7547,-0.7647
exp429,0,5,5,5,0,0,10,5,10,20,10,-1.3,60,-0.5897,-0.6437,-0.6747,-0.6977,-0.7187
exp3,5,10,0,10,0,10,10,5,10,5,5,-1.3,120,-0.5107,-0.5787,-0.6157,-0.6417,-0.6637
exp324,0,15,0,10,0,5,20,10,5,5,0,-1.5,90,-0.4227,-0.4757,-0.5077,-0.5317,-0.5527
exp288,5,0,0,0,0,10,10,15,25,0,5,-1.3,90,-0.6817,-0.7137,-0.7337,-0.7477,-0.7597
exp412,0,0,20,5,5,0,0,10,0,30,0,-1.4,150,-0.1817,-0.3807,-0.4107,-0.4357,-0.4587
exp205,0,5,15,0,0,5,0,0,0,45,0,-1.3,90,-0.4647,-0.5117,-0.5497,-0.5837,-0.6177
exp468,5,10,5,0,5,0,15,5,15,10,0,-1.4,90,-0.6717,-0.7037,-0.7237,-0.7397,-0.7527
exp91,0,5,5,15,10,0,5,5,20,5,0,-1.4,120,-0.3787,-0.4407,-0.4867,-0.5227,-0.5517
exp260,5,25,5,0,0,0,15,15,0,5,0,-1.2,150,-0.7007,-0.7337,-0.7537,-0.7677,-0.7817
exp455,5,10,5,0,20,5,0,20,0,5,0,-1.1,90,-0.6467,-0.6817,-0.7027,-0.7187,-0.7317
exp32,0,5,0,5,0,20,10,5,20,0,5,-1.2,60,-0.5057,-0.5717,-0.6097,-0.6377,-0.6617
exp456,5,5,15,15,0,0,0,0,30,0,0,-1.5,90,-0.6947,-0.7167,-0.7317,-0.7447,-0.7557
exp309,0,0,10,10,10,5,0,10,5,15,5,-1.2,90,,,,,
exp163,0,5,0,0,0,25,10,5,20,5,0,-1.4,120,-0.5647,-0.6107,-0.6397,-0.6627,-0.6827
exp197,5,10,10,0,10,0,5,5,5,10,10,-1.1,150,-0.5047,-0.5587,-0.5897,-0.6117,-0.6287
exp93,5,5,5,0,15,5,5,15,0,15,0,-1.2,90,,,,,
exp167,5,0,5,0,0,0,10,5,0,45,0,-1.5,120,-0.4907,-0.5537,-0.5927,-0.6177,-0.6407
exp567,4,0,4,4,4,4,4,7,7,0,32,-1.3,120,-0.4197,-0.4907,-0.5297,-0.5547,-0.5737
exp515,0,0,0,8,8,0,0,0,15,15,24,-1.4,60,-0.6107,-0.6437,-0.6607,-0.6727,-0.6827
exp152,0,15,0,10,0,0,0,0,35,10,0,-1.2,90,-0.6827,-0.7017,-0.7137,-0.7237,-0.7317
exp299,5,0,0,5,10,5,5,15,5,0,20,-1.5,90,-0.2497,-0.2837,-0.3077,-0.3267,-0.3407
exp485,10,5,10,0,0,15,0,0,25,0,5,-1.3,90,-0.6607,-0.7037,-0.7307,-0.7517,-0.7697
exp98,0,20,10,5,0,15,0,10,5,5,0,-1.4,120,-0.5227,-0.5827,-0.6147,-0.6377,-0.6657
exp460,0,20,10,5,0,5,5,0,0,25,0,-1.2,120,-0.6587,-0.6887,-0.7107,-0.7297,-0.7467
exp255,0,5,0,25,0,0,10,0,10,10,10,-1.2,60,-0.6177,-0.6457,-0.6627,-0.6747,-0.6857
exp41,5,0,10,15,0,0,0,20,0,5,15,-1.4,60,-0.3577,-0.4017,-0.4317,-0.4557,-0.4767
exp158,25,5,0,0,15,0,0,0,10,15,0,-1.2,150,-0.6507,-0.6917,-0.7157,-0.7317,-0.7457
exp463,10,5,0,5,5,10,5,0,5,25,0,-1.5,60,-0.5217,-0.5627,-0.5887,-0.6097,-0.6277
exp319,5,0,5,0,10,0,5,5,25,15,0,-1.5,60,-0.7847,-0.8147,-0.8357,-0.8517,-0.8677
exp208,15,0,10,10,10,0,5,5,10,5,0,-1.5,60,-0.5557,-0.5947,-0.6187,-0.6387,-0.6557
exp43,0,0,0,20,20,0,0,0,20,10,0,-1.3,60,-0.3237,-0.3737,-0.4127,-0.4427,-0.4737
exp581,0,0,5,0,25,10,0,30,0,0,0,-1.5,180,,,,,
exp365,0,5,5,0,0,0,15,30,0,5,10,-1.5,60,-0.7327,-0.7647,-0.7857,-0.8037,-0.8177
exp305,5,0,0,15,0,10,20,15,0,5,0,-1.2,120,-0.3437,-0.3897,-0.4237,-0.4467,-0.4677
exp541,8,0,0,8,8,0,8,15,15,0,8,-1.4,150,-0.6967,-0.7137,-0.7237,-0.7317,-0.7387
exp558,8,0,8,0,8,8,0,15,15,0,8,-1.4,90,-0.4127,-0.4877,-0.5277,-0.5527,-0.5707
exp190,0,0,5,10,10,5,10,10,5,5,10,-1.2,150,-0.2787,-0.3167,-0.3427,-0.3617,-0.3787
exp351,5,5,0,5,0,5,5,0,40,0,5,-1.1,150,-0.7327,-0.7697,-0.7957,-0.8177,-0.8387
exp89,5,0,5,0,0,15,5,10,0,10,20,-1.1,60,-0.6737,-0.7037,-0.7227,-0.7377,-0.7507
exp144,30,5,0,5,0,5,0,25,0,0,0,-1.5,90,-0.5907,-0.6257,-0.6467,-0.6627,-0.6767
exp129,10,10,0,0,10,5,5,5,10,5,10,-1.5,60,-0.4537,-0.5107,-0.5417,-0.5637,-0.5797
exp410,10,0,15,0,0,10,10,0,0,20,5,-1.2,90,-0.5957,-0.6497,-0.6867,-0.7167,-0.7427
exp465,0,5,0,15,15,0,0,0,0,25,10,-1.5,120,-0.2667,-0.2947,-0.3157,-0.3347,-0.3537
exp278,10,0,15,5,10,5,0,10,10,5,0,-1.5,120,-0.3407,-0.3857,-0.4177,-0.4407,-0.4627
exp125,5,0,0,10,5,15,0,10,25,0,0,-1.1,120,-0.5867,-0.6357,-0.6687,-0.6937,-0.7127
exp173,0,10,0,0,5,10,10,10,0,15,10,-1.1,150,-0.4417,-0.5227,-0.5747,-0.5957,-0.6207
exp263,0,5,20,0,5,5,10,0,15,5,5,-1.2,90,-0.7537,-0.7907,-0.8077,-0.8197,-0.8287
exp268,0,0,0,5,15,10,0,5,10,10,15,-1.4,120,,,,,
exp40,0,15,5,5,0,5,5,5,5,10,15,-1.5,120,-0.4507,-0.5097,-0.5487,-0.5757,-0.5947
exp267,5,5,20,0,0,0,5,15,10,5,5,-1.5,60,-0.8057,-0.8267,-0.8387,-0.8477,-0.8547
exp244,10,5,5,0,0,5,0,5,0,30,10,-1.5,150,-0.6897,-0.7327,-0.7587,-0.7767,-0.7927
exp469,0,20,0,15,10,5,0,0,20,0,0,-1.3,150,-0.2437,-0.2757,-0.2987,-0.3177,-0.3347
exp119,0,5,15,0,20,0,5,15,0,10,0,-1.4,90,-0.4027,-0.4687,-0.5167,-0.5517,-0.5807
exp441,0,0,5,5,25,5,5,0,20,0,5,-1.2,120,-0.2437,-0.2857,-0.3147,-0.3377,-0.3577
exp422,0,10,5,5,20,5,0,0,15,5,5,-1.1,60,-0.3847,-0.4447,-0.4917,-0.5287,-0.5597
exp209,0,10,20,0,0,10,0,20,0,0,10,-1.5,120,-0.2667,-0.3537,-0.3807,-0.4007,-0.4177
exp145,15,0,0,5,0,0,20,15,10,0,5,-1.5,60,-0.6747,-0.6917,-0.7027,-0.7117,-0.7197
exp333,0,20,0,0,5,5,5,10,15,5,5,-1.1,150,-0.5827,-0.6327,-0.6607,-0.6817,-0.6987
exp19,0,5,5,0,5,0,5,25,5,15,5,-1.1,120,-0.4277,-0.5017,-0.5457,-0.5747,-0.5967
exp345,5,20,0,0,10,0,10,10,0,10,5,-1.3,150,-0.6787,-0.7147,-0.7387,-0.7577,-0.7747
exp231,0,0,15,0,0,0,15,0,10,15,15,-1.4,120,,,,,
exp198,5,0,15,0,10,10,0,15,10,0,5,-1.1,60,-0.5297,-0.6047,-0.6397,-0.6627,-0.6797
exp342,0,10,0,0,5,10,0,20,5,0,20,-1.4,60,-0.4747,-0.5297,-0.5647,-0.5897,-0.6107
exp328,0,5,5,5,10,0,5,25,0,15,0,-1.2,120,-0.3867,-0.4437,-0.4857,-0.5197,-0.5487
exp272,0,20,0,0,10,0,20,0,5,15,0,-1.5,60,-0.7407,-0.7757,-0.7977,-0.8137,-0.8277
exp179,10,0,10,5,10,0,15,0,5,15,0,-1.1,60,-0.6927,-0.7307,-0.7527,-0.7707,-0.7847
exp363,0,0,30,5,5,0,0,5,0,15,10,-1.1,150,-0.3627,-0.4077,-0.4387,-0.4627,-0.4827
exp459,0,10,0,5,15,0,10,5,5,20,0,-1.3,150,-0.2687,-0.3067,-0.3337,-0.3557,-0.3747
exp52,0,10,0,15,0,5,5,5,5,15,10,-1.3,150,-0.3427,-0.3797,-0.4057,-0.4267,-0.4437
exp107,0,0,0,0,5,5,35,20,0,0,5,-1.3,150,-0.3177,-0.3757,-0.4137,-0.4427,-0.4667
exp572,30,0,0,0,0,20,0,0,0,20,20,-1.0,180,-0.8377,-0.8697,-0.8857,-0.8967,-0.9057
exp340,5,10,0,5,5,5,5,25,0,10,0,-1.4,90,-0.3837,-0.4397,-0.4787,-0.5067,-0.5297
exp277,15,0,0,0,5,0,0,5,20,0,25,-1.3,150,-0.7437,-0.7787,-0.8027,-0.8207,-0.8367
exp65,30,0,5,0,5,0,10,5,0,15,0,-1.1,150,-0.5827,-0.6517,-0.6767,-0.6937,-0.7057
exp70,5,5,10,0,5,0,10,5,0,15,15,-1.1,60,-0.7157,-0.7517,-0.7737,-0.7917,-0.8057
exp166,0,5,0,0,0,0,25,0,5,25,10,-1.1,90,-0.5217,-0.5587,-0.5827,-0.6007,-0.6177
exp419,5,5,5,10,0,10,0,15,0,5,15,-1.1,60,-0.5307,-0.5807,-0.6057,-0.6227,-0.6367
exp404,5,0,10,0,5,5,5,15,10,15,0,-1.2,120,-0.4847,-0.6057,-0.6627,-0.6967,-0.7267
exp402,10,0,5,0,0,15,10,0,0,20,10,-1.5,120,-0.5557,-0.5977,-0.6247,-0.6457,-0.6637
exp413,0,0,5,0,0,5,15,5,20,5,15,-1.2,120,-0.7527,-0.7817,-0.7997,-0.8157,-0.8287
exp556,0,0,8,0,0,8,0,0,15,0,39,-1.2,180,-0.7707,-0.7997,-0.8167,-0.8307,-0.8417
exp530,8,0,8,0,0,0,0,15,0,0,39,-1.1,150,-0.7197,-0.7637,-0.7897,-0.8097,-0.8277
exp493,0,5,10,0,5,10,0,5,20,10,5,-1.4,120,-0.4147,-0.5327,-0.5797,-0.6097,-0.6327
exp44,0,0,5,15,5,5,0,5,35,0,0,-1.1,150,-0.3467,-0.3917,-0.4197,-0.4407,-0.4587
exp25,35,0,0,0,0,0,0,30,0,0,5,-1.4,150,-0.8107,-0.8317,-0.8467,-0.8587,-0.8697
exp411,0,15,15,10,0,5,0,5,15,0,5,-1.4,120,-0.6217,-0.6777,-0.7207,-0.7427,-0.7617
exp520,8,0,8,0,8,0,8,15,15,0,8,-1.1,90,-0.7277,-0.7697,-0.7907,-0.8037,-0.8137
exp564,8,0,0,8,8,8,0,15,0,15,8,-1.2,180,-0.2377,-0.2707,-0.2917,-0.3087,-0.3227
exp339,5,0,10,5,0,10,0,10,0,20,10,-1.1,150,-0.4517,-0.5227,-0.5717,-0.6037,-0.6277
exp858,0,20,16,26,0,0,0,0,0,8,8,-1.5,180,-0.0897,-0.3457,-0.3797,-0.3987,-0.4107
exp859,0,0,20,0,46,4,0,0,0,0,0,-1.5,30,-0.2927,-0.3137,-0.3287,-0.3417,-0.3547
exp860,0,0,20,20,10,0,0,0,0,0,20,-1.0,180,-0.5497,-0.5957,-0.6257,-0.6477,-0.6657
exp861,0,0,20,20,27,0,3,0,0,0,0,-1.5,180,-0.0817,-0.2947,-0.3207,-0.3307,-0.3387
exp862,0,0,0,0,41,11,0,0,0,0,18,-1.5,89,-0.1587,-0.2287,-0.2577,-0.2767,-0.2927
exp863,0,0,0,20,10,0,0,20,0,0,20,-1.5,180,-0.2357,-0.2697,-0.2927,-0.3127,-0.3287
exp864,0,13,0,20,11,27,0,0,0,0,-1,-1.5,30,-0.4377,-0.4767,-0.5017,-0.5217,-0.5397
exp865,0,0,0,0,29,21,20,0,0,0,0,-1.4,122,-0.2927,-0.3377,-0.3607,-0.3787,-0.3937
exp866,0,0,0,0,41,20,0,10,0,0,-1,-1.5,30,-0.2857,-0.3267,-0.3577,-0.3827,-0.4067
exp867,0,0,0,0,28,0,9,0,0,33,33,-1.3,101,-0.2377,-0.2767,-0.3007,-0.3207,-0.3377
exp868,0,0,0,5,45,0,20,0,0,0,0,-1.5,55,-0.5357,-0.5787,-0.6057,-0.6257,-0.6427
exp869,5,0,0,0,11,35,0,0,0,0,19,-1.2,53,-0.3977,-0.4307,-0.4567,-0.4807,-0.5047
exp870,0,0,0,20,17,0,0,9,0,0,24,-1.5,180,-0.2007,-0.2347,-0.2567,-0.2727,-0.2877
exp871,0,0,0,0,10,33,0,0,0,0,27,-1.4,86,-0.3707,-0.3977,-0.4177,-0.4347,-0.4507
exp872,20,0,0,0,10,20,20,0,0,0,0,-1.5,126,-0.5227,-0.5647,-0.5957,-0.6197,-0.6397
exp873,0,0,0,0,23,0,0,20,0,27,27,-1.3,180,-0.2107,-0.2457,-0.2677,-0.2867,-0.3017
exp874,0,0,20,20,10,0,0,20,0,0,0,-1.5,180,-0.2007,0.0133,-0.3007,-0.3177,-0.3327
exp875,0,0,0,0,39,0,0,0,0,0,31,-1.5,180,-0.3747,-0.4047,-0.4257,-0.4437,-0.4587
exp876,0,0,0,20,12,4,7,0,0,0,27,-1.5,180,-0.2907,-0.3247,-0.3397,-0.3497,-0.3567
exp877,0,0,20,0,24,0,0,20,0,6,6,-1.5,180,-0.1307,-0.1827,-0.0157,-0.3717,-0.2517
exp878,0,15,0,0,10,35,0,10,0,0,0,-1.3,30,-0.5147,-0.5497,-0.5697,-0.5837,-0.5967
exp879,0,0,0,0,35,35,0,0,0,0,0,-1.5,30,-0.4387,-0.4757,-0.5017,-0.5237,-0.5417
exp880,0,0,0,14,11,15,0,0,0,30,30,-1.2,157,-0.2247,-0.2427,-0.2517,-0.2577,-0.2637
exp881,0,0,0,3,10,16,20,5,0,16,16,-1.2,180,-0.3077,-0.3467,-0.3737,-0.3947,-0.4137
exp882,0,0,0,20,10,0,0,7,0,0,33,-1.5,102,-0.2317,-0.2627,-0.2827,-0.2987,-0.3127
exp883,0,0,0,6,37,0,0,0,0,27,27,-1.5,38,-0.3037,-0.3297,-0.3477,-0.3627,-0.3757
exp884,20,0,0,20,30,0,0,0,0,0,0,-1.3,176,-0.6427,-0.6647,-0.6807,-0.6927,-0.7037
exp885,0,0,20,0,30,0,0,20,0,0,0,-1.4,180,-0.1277,-0.1777,-0.2077,-0.0167,-0.3877
exp886,0,0,20,20,10,0,20,0,0,0,0,-1.4,167,-0.0657,-0.1737,-0.2887,-0.3257,-0.3497
exp887,0,0,20,18,10,1,0,20,0,0,1,-1.5,180,0.0043,-0.2877,-0.3097,-0.3267,-0.3407
exp888,0,0,0,0,27,0,0,0,0,0,43,-1.5,180,-0.3767,-0.4097,-0.4327,-0.4527,-0.4707
exp889,0,0,0,19,17,17,15,0,0,0,2,-1.5,180,-0.3237,-0.3527,-0.3677,-0.3787,-0.3887
exp890,0,0,20,0,17,4,0,20,0,8,9,-1.5,180,-0.1377,-0.1897,-0.2207,-0.2457,-0.2757
exp891,0,0,0,6,47,0,0,0,0,18,17,-1.2,180,-0.1807,-0.2137,-0.2247,-0.2327,-0.2387
exp892,0,0,0,15,10,8,0,0,0,0,37,-1.2,30,-0.3667,-0.3907,-0.4077,-0.4227,-0.4367
exp893,0,0,0,20,18,12,0,20,0,0,0,-1.5,113,-0.2147,-0.2467,-0.2677,-0.2837,-0.2967
exp894,0,0,3,15,27,0,0,0,0,24,25,-1.5,180,-0.0827,-0.2237,-0.2537,-0.2707,-0.2817
exp895,0,0,0,0,41,9,0,20,0,0,0,-1.5,180,-0.1377,-0.1757,-0.2027,-0.2217,-0.2367
exp896,0,0,20,19,10,0,0,20,0,1,1,-1.5,180,-0.1007,-0.2797,-0.3027,-0.3207,-0.3347
exp897,0,0,0,0,19,31,20,0,0,0,0,-1.4,111,-0.3937,-0.4207,-0.4367,-0.4487,-0.4597
exp898,0,0,0,11,31,0,0,2,0,26,26,-1.4,30,-0.2657,-0.2967,-0.3177,-0.3347,-0.3497
exp899,0,0,0,0,30,0,0,0,0,40,40,-1.5,180,-0.2427,-0.2587,-0.2717,-0.2827,-0.2937
exp900,0,20,0,13,28,3,0,0,0,6,6,-1.4,93,-0.2697,-0.2887,-0.3047,-0.3217,-0.3377
exp901,0,0,20,15,32,0,0,0,0,3,3,-1.5,118,-0.0767,-0.2627,-0.2847,-0.2937,-0.3017
exp902,0,0,20,5,24,0,0,20,0,1,1,-1.5,100,-0.1197,-0.2967,-0.3207,-0.3377,-0.3517
exp903,0,0,5,14,29,0,0,0,0,22,22,-1.5,180,-0.2497,-0.2657,-0.2827,-0.2987,-0.3127
exp904,0,0,0,0,10,1,20,0,0,39,39,-1.2,180,-0.4267,-0.4637,-0.4907,-0.5117,-0.5307
exp905,0,0,0,0,37,0,0,0,0,33,33,-1.5,180,-0.2077,-0.2297,-0.2407,-0.2497,-0.2567
exp906,1,20,0,20,10,0,0,0,0,19,19,-1.0,30,-0.6077,-0.6357,-0.6537,-0.6687,-0.6807
exp907,0,0,0,20,12,0,0,0,0,0,38,-1.5,180,-0.2537,-0.2977,-0.3137,-0.3227,-0.3297
exp908,0,0,0,0,33,17,0,0,0,21,20,-1.5,180,-0.1827,-0.2127,-0.2307,-0.2437,-0.2537
exp909,0,0,0,20,21,0,0,0,0,0,29,-1.5,94,-0.2967,-0.3237,-0.3337,-0.3397,-0.3447
exp910,0,0,0,20,23,3,0,0,0,21,24,-1.1,180,-0.2147,-0.2397,-0.2507,-0.2577,-0.2647
exp911,0,20,0,20,10,0,0,0,0,0,20,-1.4,30,-0.6347,-0.6577,-0.6737,-0.6857,-0.6977
exp912,0,0,0,0,13,14,0,9,0,34,34,-1.2,30,-0.3837,-0.4417,-0.4837,-0.5147,-0.5397
exp913,0,13,0,3,32,0,0,0,0,21,22,-1.5,143,-0.3327,-0.3587,-0.3757,-0.3887,-0.4007
exp914,0,0,0,20,10,9,0,0,0,0,31,-1.5,154,-0.2607,-0.2977,-0.3157,-0.3277,-0.3367
exp915,0,10,0,0,10,35,0,15,0,0,0,-1.1,139,-0.4017,-0.4597,-0.4957,-0.5207,-0.5407
exp916,0,0,0,2,32,12,12,0,0,11,12,-1.2,153,-0.2497,-0.2847,-0.3077,-0.3257,-0.3407
exp917,0,0,0,0,37,12,0,0,0,21,21,-1.3,90,-0.2297,-0.2527,-0.2657,-0.2767,-0.2877
exp918,0,0,0,0,39,11,0,0,0,10,20,-1.3,30,-0.2537,-0.2747,-0.2897,-0.3027,-0.3157
exp919,5,0,0,1,46,0,5,0,0,13,13,-1.0,180,-0.6457,-0.6787,-0.7007,-0.7177,-0.7327
exp920,4,0,0,1,42,0,0,0,0,23,23,-1.5,180,-0.2877,-0.3087,-0.3237,-0.3357,-0.3457
exp921,0,0,0,1,46,0,0,5,5,13,13,-1.5,180,-0.2057,-0.2437,-0.2677,-0.2857,-0.3017
exp922,0,0,0,1,52,0,4,0,0,13,13,-1.0,30,-0.3637,-0.3927,-0.4117,-0.4267,-0.4377
exp923,0,0,0,5,42,5,5,0,0,13,13,-1.5,30,-0.2397,-0.2517,-0.2647,-0.2797,-0.2927
exp924,0,0,0,5,52,0,0,0,0,13,13,-1.0,180,-0.2427,-0.2607,-0.2737,-0.2847,-0.2957
exp925,0,4,0,1,42,5,0,5,0,13,13,-1.4,30,-0.2377,-0.2707,-0.2927,-0.3107,-0.3247
exp926,5,0,0,5,42,0,0,5,0,13,13,-1.5,30,-0.2827,-0.3167,-0.3407,-0.3617,-0.3787
exp927,0,0,0,1,42,5,0,0,0,22,22,-1.5,30,-0.2407,-0.2557,-0.2707,-0.2847,-0.3017
exp928,0,0,0,1,52,4,0,0,0,13,13,-1.0,180,-0.2497,-0.2707,-0.2857,-0.2997,-0.3127
exp929,5,5,0,1,42,0,4,0,0,13,13,-1.5,180,-0.2987,-0.3197,-0.3337,-0.3447,-0.3547
exp930,0,0,5,1,51,0,0,0,0,13,13,-1.0,180,-0.2807,-0.2977,-0.3107,-0.3217,-0.3317
exp931,0,0,0,1,52,4,0,0,0,13,13,-1.5,180,-0.2227,-0.2417,-0.2527,-0.2627,-0.2707
exp932,4,0,0,1,52,0,0,0,0,13,13,-1.5,30,-0.3487,-0.3697,-0.3837,-0.3957,-0.4067
exp933,0,0,0,11,42,0,4,0,0,13,13,-1.0,91,-0.2467,-0.2637,-0.2767,-0.2867,-0.2967
exp934,0,0,0,7,42,0,5,3,0,13,13,-1.0,30,-0.4947,-0.5317,-0.5527,-0.5697,-0.5827
exp935,0,0,0,11,42,2,0,0,2,13,13,-1.0,180,-0.3727,-0.4207,-0.4557,-0.4847,-0.5097
exp936,4,0,0,1,52,0,0,0,0,13,13,-1.5,30,-0.3517,-0.3727,-0.3867,-0.3977,-0.4087
exp937,0,0,0,11,42,0,4,0,0,13,13,-1.0,151,-0.2327,-0.2497,-0.2637,-0.2757,-0.2867
exp938,0,0,0,1,52,0,4,0,0,13,13,-1.0,180,-0.2697,-0.2937,-0.3097,-0.3237,-0.3367
exp939,3,0,0,2,42,5,0,0,5,13,13,-1.0,30,-0.6907,-0.7217,-0.7397,-0.7527,-0.7637
exp940,0,0,0,1,52,4,0,0,0,13,13,-1.5,180,-0.3137,-0.3337,-0.3477,-0.3597,-0.3707
exp941,0,0,0,11,42,0,0,0,4,13,13,-1.5,180,-0.3557,-0.3937,-0.4237,-0.4477,-0.4717
