Experiment,V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,blank,Volt,Time,Overpotential V at 10.0 mA/cm2,Overpotential V at 20.0 mA/cm2,Overpotential V at 30.0 mA/cm2,Overpotential V at 40.0 mA/cm2,Overpotential V at 50.0 mA cm-2
exp24,5,0,5,10,25,0,0,15,0,5,5,-1.5,90,-0.2587,-0.2937,-0.3167,-0.3357,-0.3507
exp208,15,0,10,10,10,0,5,5,10,5,0,-1.5,60,-0.5557,-0.5947,-0.6187,-0.6387,-0.6557
exp70,5,5,10,0,5,0,10,5,0,15,15,-1.1,60,-0.7157,-0.7517,-0.7737,-0.7917,-0.8057
exp119,0,5,15,0,20,0,5,15,0,10,0,-1.4,90,-0.4027,-0.4687,-0.5167,-0.5517,-0.5807
exp480,5,0,0,0,0,20,5,15,0,20,5,-1.2,90,-0.5817,-0.6107,-0.6327,-0.6497,-0.6657
exp363,0,0,30,5,5,0,0,5,0,15,10,-1.1,150,-0.3627,-0.4077,-0.4387,-0.4627,-0.4827
exp256,0,10,0,5,5,15,0,15,5,0,15,-1.5,60,-0.3637,-0.4177,-0.4577,-0.4907,-0.5147
exp232,25,5,0,0,0,0,5,25,10,0,0,-1.3,120,-0.8127,-0.8337,-0.8507,-0.8677,-0.8797
exp412,0,0,20,5,5,0,0,10,0,30,0,-1.4,150,-0.1817,-0.3807,-0.4107,-0.4357,-0.4587
exp554,8,0,8,8,0,0,8,15,15,0,8,-1.2,60,-0.7177,-0.7387,-0.7497,-0.7587,-0.7667
exp546,0,0,0,8,0,0,0,15,15,0,32,-1.1,180,-0.3217,-0.3637,-0.3907,-0.4117,-0.4297
exp383,0,10,0,0,5,15,0,0,35,5,0,-1.2,120,-0.7107,-0.7567,-0.7897,-0.8177,-0.8417
exp388,10,0,0,0,0,5,5,0,20,15,15,-1.1,60,-0.7097,-0.7617,-0.7977,-0.8277,-0.8547
exp559,8,8,0,8,0,8,8,0,0,7,23,-1.1,180,-0.3217,-0.3427,-0.3597,-0.3747,-0.3877
exp419,5,5,5,10,0,10,0,15,0,5,15,-1.1,60,-0.5307,-0.5807,-0.6057,-0.6227,-0.6367
exp396,0,0,0,20,5,5,0,30,0,5,5,-1.2,90,,,,,
exp45,0,5,5,20,5,5,10,0,15,5,0,-1.2,120,-0.2777,-0.3187,-0.3427,-0.3617,-0.3767
exp521,0,8,0,0,0,0,0,0,0,15,47,-1.5,180,-0.7957,-0.8297,-0.8527,-0.8707,-0.8857
exp110,5,0,30,0,0,0,5,0,20,0,10,-1.4,60,-0.8097,-0.8317,-0.8477,-0.8607,-0.8717
exp220,10,5,0,0,5,5,0,5,10,30,0,-1.5,150,-0.5847,-0.6237,-0.6467,-0.6647,-0.6807
exp214,0,0,0,0,10,15,0,30,0,0,15,-1.1,150,,,,,
exp578,0,0,0,30,20,0,0,0,20,0,0,-1.0,180,-0.7177,-0.7367,-0.7487,-0.7577,-0.7647
exp244,10,5,5,0,0,5,0,5,0,30,10,-1.5,150,-0.6897,-0.7327,-0.7587,-0.7767,-0.7927
exp76,20,0,0,0,0,15,5,15,5,10,0,-1.5,150,-0.7147,-0.7487,-0.7717,-0.7897,-0.8057
exp35,10,5,5,15,0,0,10,5,0,15,5,-1.3,90,-0.5347,-0.6087,-0.6347,-0.6497,-0.6617
exp55,25,5,0,0,10,0,5,0,0,20,5,-1.4,120,-0.6107,-0.6447,-0.6667,-0.6847,-0.6987
exp524,8,0,0,8,0,8,0,0,15,15,16,-1.5,150,-0.6187,-0.6507,-0.6657,-0.6757,-0.6847
exp14,20,20,5,5,0,0,0,0,20,0,0,-1.4,60,-0.7637,-0.7807,-0.7927,-0.8017,-0.8097
exp527,0,0,0,0,0,8,8,0,15,0,39,-1.1,150,-0.7627,-0.7837,-0.7977,-0.8077,-0.8177
exp484,20,15,0,0,0,5,0,5,15,5,5,-1.1,90,-0.5657,-0.5967,-0.6167,-0.6327,-0.6467
exp194,0,15,5,10,0,5,0,0,15,15,5,-1.2,120,-0.6637,-0.6927,-0.7097,-0.7227,-0.7337
exp294,10,0,15,0,0,10,10,0,0,25,0,-1.3,120,-0.4387,-0.4767,-0.5037,-0.5217,-0.5397
exp512,0,0,0,0,8,8,0,0,0,15,39,-1.1,90,-0.3177,-0.3417,-0.3567,-0.3707,-0.3817
exp404,5,0,10,0,5,5,5,15,10,15,0,-1.2,120,-0.4847,-0.6057,-0.6627,-0.6967,-0.7267
exp519,8,0,0,0,0,0,8,15,0,0,39,-1.2,180,-0.7647,-0.7897,-0.8087,-0.8247,-0.8387
exp203,0,0,10,0,20,15,0,10,10,0,5,-1.2,90,-0.3917,-0.4557,-0.4957,-0.5267,-0.5547
exp71,5,0,0,5,5,10,0,5,0,20,20,-1.4,90,-0.3887,-0.4467,-0.4897,-0.5227,-0.5477
exp455,5,10,5,0,20,5,0,20,0,5,0,-1.1,90,-0.6467,-0.6817,-0.7027,-0.7187,-0.7317
exp492,25,0,10,0,0,10,0,15,5,5,0,-1.5,150,-0.6627,-0.6897,-0.7077,-0.7217,-0.7347
exp182,10,0,5,35,0,0,0,0,15,5,0,-1.5,90,-0.3427,-0.3887,-0.4207,-0.4467,-0.4697
exp296,10,0,5,5,0,10,5,10,0,15,10,-1.2,60,-0.5277,-0.5617,-0.5807,-0.5957,-0.6077
exp345,5,20,0,0,10,0,10,10,0,10,5,-1.3,150,-0.6787,-0.7147,-0.7387,-0.7577,-0.7747
exp366,5,15,20,5,0,5,0,20,0,0,0,-1.5,150,-0.3247,-0.3637,-0.3917,-0.4137,-0.4327
exp453,5,10,5,0,0,0,10,20,5,15,0,-1.3,60,-0.6267,-0.6597,-0.6817,-0.6997,-0.7157
exp277,15,0,0,0,5,0,0,5,20,0,25,-1.3,150,-0.7437,-0.7787,-0.8027,-0.8207,-0.8367
exp532,8,0,0,8,8,8,8,0,15,15,0,-1.2,90,-0.5137,-0.5887,-0.6287,-0.6537,-0.6687
exp86,10,5,0,5,0,0,25,10,0,15,0,-1.5,60,-0.6667,-0.6907,-0.7057,-0.7177,-0.7277
exp533,8,0,0,0,8,8,8,15,0,15,8,-1.5,150,-0.2847,-0.3437,-0.3847,-0.4177,-0.4457
exp446,5,0,0,0,0,5,20,5,30,5,0,-1.3,60,-0.6777,-0.7077,-0.7287,-0.7467,-0.7627
exp514,0,8,0,8,8,8,0,0,0,7,31,-1.4,150,-0.1517,-0.1987,-0.2197,-0.2327,-0.2427
exp526,8,0,8,8,8,8,0,0,15,0,15,-1.1,60,-0.6047,-0.6487,-0.6737,-0.6917,-0.7067
exp506,0,0,8,0,8,8,8,0,15,0,23,-1.5,60,-0.5397,-0.5987,-0.6337,-0.6617,-0.6847
exp399,5,20,0,5,0,5,0,10,0,20,5,-1.3,60,,,,,
exp161,0,20,0,5,5,0,5,25,0,0,10,-1.2,150,-0.2527,-0.2987,-0.3307,-0.3547,-0.3737
exp281,5,0,10,0,25,0,5,0,15,5,5,-1.4,120,-0.4827,-0.5507,-0.6147,-0.6557,-0.6817
exp114,5,0,10,0,0,0,10,30,5,5,5,-1.3,60,-0.7617,-0.7827,-0.7977,-0.8097,-0.8207
exp424,0,0,15,0,0,0,10,0,25,15,5,-1.2,60,-0.8037,-0.8267,-0.8427,-0.8557,-0.8677
exp264,0,10,0,15,0,5,15,5,10,5,5,-1.4,120,-0.2947,-0.3247,-0.3447,-0.3607,-0.3767
exp7,0,0,15,5,20,0,0,5,0,20,5,-1.1,90,-0.4047,-0.4387,-0.4627,-0.4847,-0.5057
exp361,5,20,0,0,0,5,15,10,0,15,0,-1.2,60,-0.5667,-0.5987,-0.6207,-0.6387,-0.6537
exp82,0,15,5,10,10,0,0,15,10,5,0,-1.2,120,-0.3567,-0.4027,-0.4327,-0.4547,-0.4737
exp136,0,5,0,20,5,5,10,10,15,0,0,-1.2,90,-0.2067,-0.2487,-0.2757,-0.2977,-0.3157
exp229,10,10,0,5,0,10,0,5,5,20,5,-1.5,90,,,,,
exp192,0,10,0,0,5,10,0,0,0,20,25,-1.3,60,-0.4927,-0.5287,-0.5537,-0.5737,-0.5907
exp51,0,10,15,0,0,0,15,0,20,5,5,-1.4,120,-0.8297,-0.8497,-0.8637,-0.8737,-0.8827
exp417,0,5,5,0,10,0,0,10,15,5,20,-1.1,60,,,,,
exp62,0,0,10,0,0,10,0,0,5,45,0,-1.2,60,-0.7057,-0.7387,-0.7577,-0.7727,-0.7847
exp474,0,0,0,20,5,15,5,15,5,0,5,-1.3,90,-0.3167,-0.3597,-0.3897,-0.4147,-0.4367
exp145,15,0,0,5,0,0,20,15,10,0,5,-1.5,60,-0.6747,-0.6917,-0.7027,-0.7117,-0.7197
exp34,0,0,5,15,5,0,15,15,10,5,0,-1.3,150,-0.4127,-0.4857,-0.5327,-0.5627,-0.5847
exp198,5,0,15,0,10,10,0,15,10,0,5,-1.1,60,-0.5297,-0.6047,-0.6397,-0.6627,-0.6797
exp166,0,5,0,0,0,0,25,0,5,25,10,-1.1,90,-0.5217,-0.5587,-0.5827,-0.6007,-0.6177
exp433,5,0,10,5,0,0,10,20,20,0,0,-1.1,120,-0.7317,-0.7547,-0.7697,-0.7817,-0.7927
exp402,10,0,5,0,0,15,10,0,0,20,10,-1.5,120,-0.5557,-0.5977,-0.6247,-0.6457,-0.6637
exp485,10,5,10,0,0,15,0,0,25,0,5,-1.3,90,-0.6607,-0.7037,-0.7307,-0.7517,-0.7697
exp91,0,5,5,15,10,0,5,5,20,5,0,-1.4,120,-0.3787,-0.4407,-0.4867,-0.5227,-0.5517
exp350,0,0,5,15,0,25,0,10,15,0,0,-1.1,60,-0.5027,-0.5847,-0.6277,-0.6567,-0.6777
exp477,5,5,5,5,5,0,0,25,15,0,5,-1.2,120,-0.6517,-0.6877,-0.7087,-0.7247,-0.7387
exp498,0,10,0,5,30,0,0,5,10,10,0,-1.5,120,-0.3917,-0.4597,-0.5097,-0.5487,-0.5847
exp276,25,0,0,10,0,0,0,15,10,10,0,-1.3,60,-0.6837,-0.7047,-0.7177,-0.7267,-0.7387
exp488,0,20,5,5,0,10,0,5,10,15,0,-1.5,90,-0.5197,-0.5637,-0.5877,-0.6067,-0.6217
exp186,0,5,10,10,0,10,0,15,5,5,10,-1.1,60,-0.5887,-0.6337,-0.6547,-0.6697,-0.6807
exp569,0,0,0,25,0,0,0,0,0,45,45,-1.0,180,-0.4187,-0.4627,-0.4917,-0.5127,-0.5307
exp579,0,0,0,0,20,30,0,0,0,20,20,-1.5,60,-0.3957,-0.4267,-0.4467,-0.4627,-0.4767
exp40,0,15,5,5,0,5,5,5,5,10,15,-1.5,120,-0.4507,-0.5097,-0.5487,-0.5757,-0.5947
exp511,8,0,0,0,0,0,0,0,15,0,47,-1.2,90,-0.8587,-0.8997,-0.9287,-0.9517,-0.9707
exp443,10,0,10,0,5,15,0,20,5,0,5,-1.5,150,-0.3587,-0.4267,-0.4787,-0.5197,-0.5527
exp31,0,0,0,0,0,10,15,5,10,30,0,-1.2,60,-0.6917,-0.7227,-0.7427,-0.7577,-0.7707
exp72,0,5,0,0,10,5,15,0,0,20,15,-1.2,60,-0.3647,-0.3957,-0.4137,-0.4287,-0.4407
exp124,0,5,5,35,0,0,0,10,10,5,0,-1.2,150,-0.2517,-0.2887,-0.3147,-0.3337,-0.3507
exp563,8,0,8,8,8,8,8,15,0,0,7,-1.4,60,-0.3047,-0.3447,-0.3727,-0.3947,-0.4137
exp81,15,0,0,20,0,0,10,15,5,5,0,-1.2,120,-0.5857,-0.6377,-0.6597,-0.6737,-0.6847
exp268,0,0,0,5,15,10,0,5,10,10,15,-1.4,120,,,,,
exp73,25,0,5,0,0,5,0,5,5,10,15,-1.4,60,-0.7537,-0.7917,-0.8157,-0.8337,-0.8497
exp67,0,0,10,20,10,0,10,0,5,15,0,-1.3,120,-0.3457,-0.3747,-0.3897,-0.4037,-0.4187
exp486,0,5,0,20,0,10,10,5,0,15,5,-1.4,90,-0.3447,-0.3927,-0.4257,-0.4517,-0.4727
exp576,0,0,0,0,25,15,0,30,0,0,0,-1.0,120,-0.6567,-0.7157,-0.7457,-0.7667,-0.7837
exp351,5,5,0,5,0,5,5,0,40,0,5,-1.1,150,-0.7327,-0.7697,-0.7957,-0.8177,-0.8387
exp508,8,0,0,0,8,0,0,15,0,0,39,-1.5,60,-0.6777,-0.7037,-0.7217,-0.7357,-0.7477
exp270,0,10,5,10,5,15,0,0,25,0,0,-1.3,120,-0.6497,-0.6907,-0.7167,-0.7347,-0.7497
exp513,0,0,0,8,8,8,8,7,7,7,17,-1.5,180,,,,,
exp230,15,0,0,20,0,0,10,20,5,0,0,-1.1,90,-0.5167,-0.5627,-0.5877,-0.6027,-0.6167
exp427,0,5,20,0,10,10,0,0,10,15,0,-1.2,120,-0.2847,-0.3217,-0.3467,-0.3667,-0.3847
exp302,0,0,5,15,0,15,5,0,15,10,5,-1.2,150,-0.6077,-0.6477,-0.6727,-0.6937,-0.7097
exp121,20,5,5,0,5,5,10,0,20,0,0,-1.4,150,-0.8037,-0.8377,-0.8597,-0.8777,-0.8927
exp478,5,5,5,0,0,0,25,5,10,15,0,-1.4,60,-0.7967,-0.8367,-0.8647,-0.8887,-0.9097
exp165,15,10,0,10,0,0,15,0,0,20,0,-1.3,90,-0.3677,-0.4007,-0.4227,-0.4407,-0.4577
exp179,10,0,10,5,10,0,15,0,5,15,0,-1.1,60,-0.6927,-0.7307,-0.7527,-0.7707,-0.7847
exp274,5,5,0,5,0,15,5,15,0,5,15,-1.1,150,,,,,
exp53,0,0,0,10,5,10,15,5,15,10,0,-1.4,120,-0.5837,-0.6287,-0.6517,-0.6677,-0.6797
exp407,20,0,0,10,0,0,10,10,15,5,0,-1.2,60,-0.6727,-0.7027,-0.7197,-0.7337,-0.7457
exp196,0,10,0,20,5,0,15,15,0,5,0,-1.4,150,-0.2677,-0.3007,-0.3217,-0.3387,-0.3527
exp553,0,0,0,0,8,8,8,15,15,0,16,-1.2,60,-0.4047,-0.4857,-0.5287,-0.5557,-0.5747
exp246,5,0,0,0,10,5,5,0,25,5,15,-1.4,60,-0.6127,-0.6537,-0.6767,-0.6917,-0.7047
exp550,8,8,0,0,8,0,0,0,0,7,39,-1.2,60,,,,,
exp184,0,5,5,15,10,0,5,15,5,5,5,-1.4,90,-0.3027,-0.3447,-0.3727,-0.3957,-0.4137
exp248,0,5,0,0,30,0,0,0,20,10,5,-1.3,90,,,,,
exp436,10,0,0,0,15,10,5,0,5,20,5,-1.1,150,-0.5507,-0.5927,-0.6197,-0.6407,-0.6587
exp428,25,5,0,0,5,0,5,5,20,0,5,-1.5,60,-0.7547,-0.7827,-0.8017,-0.8167,-0.8307
exp68,0,20,0,5,20,0,0,10,5,10,0,-1.2,60,-0.6977,-0.7297,-0.7487,-0.7637,-0.7757
exp292,0,0,10,5,5,10,0,10,10,20,0,-1.1,150,-0.5097,-0.5907,-0.6307,-0.6547,-0.6717
exp353,20,5,0,0,0,10,5,10,0,20,0,-1.1,120,-0.5677,-0.6007,-0.6217,-0.6377,-0.6517
exp344,5,20,0,0,0,10,0,5,15,5,10,-1.4,120,-0.6597,-0.6957,-0.7177,-0.7357,-0.7507
exp300,0,5,10,10,0,20,0,5,10,10,0,-1.5,90,,,,,
exp287,0,5,10,10,0,0,20,5,5,10,5,-1.2,60,-0.3557,-0.3977,-0.4267,-0.4477,-0.4717
exp115,0,0,25,5,0,15,5,15,5,0,0,-1.1,90,-0.5227,-0.5717,-0.5977,-0.6177,-0.6367
exp362,0,0,0,5,5,5,25,10,5,10,5,-1.1,150,-0.3727,-0.4377,-0.4807,-0.5137,-0.5397
exp584,0,0,0,0,25,25,0,0,0,20,20,-1.0,180,-0.3547,-0.3767,-0.3907,-0.4027,-0.4137
exp162,0,5,35,0,10,0,0,0,15,5,0,-1.4,150,-0.1987,-0.2447,-0.2747,-0.2987,-0.3197
exp330,5,15,0,5,0,0,25,0,10,10,0,-1.5,120,-0.6447,-0.6777,-0.6987,-0.7147,-0.7297
exp509,8,0,0,0,8,8,0,0,15,0,31,-1.4,180,-0.4837,-0.5657,-0.6137,-0.6467,-0.6747
exp591,0,0,5,30,15,0,0,0,20,0,0,-1.5,180,-0.3477,-0.3857,-0.4147,-0.4407,-0.4607
exp251,5,5,20,5,5,5,0,15,0,5,5,-1.4,90,,,,,
exp83,15,10,0,0,0,5,5,5,25,0,5,-1.1,150,-0.7487,-0.7977,-0.8287,-0.8517,-0.8727
exp325,0,0,0,0,0,20,10,40,0,0,0,-1.4,90,-0.5757,-0.6027,-0.6247,-0.6447,-0.6637
exp17,5,5,10,5,0,5,0,5,30,0,5,-1.4,150,-0.7187,-0.7427,-0.7587,-0.7697,-0.7797
exp560,8,0,8,0,0,0,8,0,15,0,31,-1.4,150,-0.8327,-0.8517,-0.8637,-0.8737,-0.8817
exp549,0,0,8,8,0,8,8,0,15,0,23,-1.4,90,,,,,
exp394,5,10,0,0,0,0,10,30,10,0,5,-1.5,150,-0.7887,-0.8107,-0.8257,-0.8387,-0.8497
exp154,5,5,0,5,15,0,5,10,0,20,5,-1.5,120,-0.2197,-0.2607,-0.2897,-0.3117,-0.3297
exp979,0,0,0,28,1,0,0,0,0,0,41,-1.0,85,-0.6827,-0.7127,-0.7337,-0.7517,-0.7667
exp980,0,0,20,28,4,18,0,0,0,0,0,-1.5,30,-0.6277,-0.6687,-0.6967,-0.7187,-0.7367
exp981,0,0,20,0,2,20,28,0,0,0,0,-1.2,122,-0.6387,-0.6777,-0.7017,-0.7197,-0.7357
exp982,9,0,0,28,0,0,0,20,0,13,13,-1.5,180,-0.3067,-0.3377,-0.3577,-0.3747,-0.3887
exp983,0,10,0,28,0,0,0,20,12,0,0,-1.5,180,-0.2937,-0.3257,-0.3457,-0.3617,-0.3767
exp984,0,0,0,28,20,0,0,20,0,0,2,-1.5,180,-0.2587,-0.2897,-0.3087,-0.3237,-0.3367
exp985,20,0,0,15,15,20,0,0,0,0,0,-1.5,30,-0.5277,-0.5697,-0.5997,-0.6247,-0.6477
exp986,0,0,0,13,16,14,0,2,0,25,25,-1.5,180,-0.3857,-0.4227,-0.4487,-0.4697,-0.4877
exp987,0,0,0,9,10,7,21,0,0,0,23,-1.0,163,-0.5057,-0.5417,-0.5707,-0.5947,-0.6167
exp988,0,0,0,27,0,0,0,19,0,0,24,-1.5,30,-0.4137,-0.4497,-0.4767,-0.4977,-0.5167
exp989,7,20,20,2,0,20,0,0,1,0,0,-1.2,180,-0.6587,-0.7037,-0.7327,-0.7557,-0.7757
exp990,0,0,20,9,20,6,0,0,0,15,15,-1.5,180,-0.0047,-0.2277,-0.3107,-0.3217,-0.3287
exp991,0,0,0,10,20,0,4,0,0,0,36,-1.5,144,-0.3577,-0.3737,-0.3817,-0.3877,-0.3937
exp992,0,0,0,26,0,16,28,0,0,0,0,-1.5,180,-0.4077,-0.4277,-0.4367,-0.4427,
exp993,0,0,0,16,0,0,19,0,0,35,35,-1.3,30,-0.2737,-0.2907,-0.3017,-0.3097,-0.3167
exp994,0,0,20,19,0,0,11,0,0,20,20,-1.5,180,-0.0737,-0.0347,-0.1107,-0.1307,-0.1517
exp995,0,0,0,16,0,0,28,0,0,26,26,-1.3,180,-0.1027,0.0083,-0.2987,-0.3067,-0.3127
exp996,0,0,0,11,15,20,0,0,0,0,24,-1.4,180,-0.3227,-0.3487,-0.3627,-0.3717,-0.3797
exp997,20,0,20,28,2,0,0,0,0,0,0,-1.4,130,-0.6107,-0.6487,-0.6737,-0.6937,-0.7097
exp998,0,0,20,0,20,2,28,0,0,0,0,-1.5,180,-0.0527,-0.0887,-0.1357,-0.2117,-0.3507
exp999,0,0,0,0,20,0,0,20,0,0,30,-1.5,180,-0.2767,-0.3107,-0.3347,-0.3537,-0.3707
exp1000,0,20,0,22,0,0,28,0,0,0,0,-1.5,180,-0.2727,-0.3317,-0.3587,-0.3767,-0.3917
exp1001,0,3,0,17,20,1,0,0,0,0,29,-1.3,180,-0.2507,-0.3107,-0.3297,-0.3407,-0.3507
exp1002,0,0,20,28,0,0,14,0,0,0,8,-1.4,180,-0.0637,-0.0917,-0.1197,0.0003,-0.3297
exp1003,0,0,20,16,20,0,14,0,0,0,0,-1.5,30,0.0083,-0.3787,-0.3877,-0.3927,-0.3977
exp1004,0,0,0,28,0,8,0,20,0,0,14,-1.4,180,-0.2877,-0.3197,-0.3407,-0.3567,-0.3707
exp1005,0,0,20,20,18,0,0,0,0,0,12,-1.5,180,-0.0567,-0.0757,-0.0987,-0.1277,-0.1687
exp1006,0,0,0,28,0,0,0,10,0,0,32,-1.5,180,-0.3657,-0.4027,-0.4267,-0.4467,-0.4657
exp1007,0,0,0,9,0,5,28,0,0,0,28,-1.3,30,-0.5137,-0.5397,-0.5577,-0.5717,-0.5847
exp1008,0,1,0,22,10,0,0,0,0,0,37,-1.5,30,-0.3677,-0.3907,-0.4057,-0.4177,-0.4277
exp1009,0,0,20,25,5,0,0,20,0,0,0,-1.5,162,-0.3207,-0.3557,-0.3787,-0.3987,-0.4167
exp1010,0,0,20,24,0,0,0,20,0,0,6,-1.5,180,-0.2437,-0.3507,-0.3747,-0.3937,-0.4107
exp1011,0,0,20,26,20,0,0,0,0,4,4,-1.3,180,-0.0657,-0.0997,-0.1417,-0.2937,-0.3277
exp1012,0,0,0,13,20,3,28,6,0,0,0,-1.5,78,-0.2387,-0.2687,-0.2877,-0.3037,-0.3157
exp1013,0,0,0,25,0,0,27,18,0,0,0,-1.5,33,-0.3357,-0.3697,-0.3927,-0.4117,-0.4267
exp1014,0,0,0,16,20,0,8,0,0,26,26,-1.5,112,-0.3117,-0.3477,-0.3737,-0.3997,-0.4227
exp1015,0,0,0,27,0,0,17,0,0,0,26,-1.3,180,-0.3947,-0.4157,-0.4247,-0.4297,-0.4337
exp1016,0,0,0,19,20,20,0,11,0,0,0,-1.5,171,-0.2357,-0.2697,-0.2907,-0.3057,-0.3187
exp1017,0,14,0,28,0,0,28,0,0,0,0,-1.4,109,-0.2927,-0.3417,-0.3667,-0.3837,-0.3967
exp1018,0,0,0,6,20,0,0,0,0,4,44,-1.5,30,-0.2837,-0.2967,-0.3067,-0.3187,-0.3327
exp1019,0,20,0,12,0,0,0,6,0,33,32,-1.5,180,-0.5147,-0.5637,-0.5977,-0.6237,-0.6457
exp1020,0,0,20,25,0,0,0,0,0,25,25,-1.3,30,-0.3227,-0.3437,-0.3517,-0.3577,-0.3637
exp1021,20,14,0,28,0,3,0,0,4,0,1,-1.3,180,-0.3097,-0.3517,-0.3787,-0.3997,-0.4167
exp1022,0,0,0,27,0,0,0,10,0,33,33,-1.2,180,-0.4747,-0.5187,-0.5467,-0.5687,-0.5867
exp1023,0,0,20,19,11,0,0,20,0,0,0,-1.5,180,0.0033,-0.3517,-0.3747,-0.3957,-0.4127
exp1024,0,0,20,10,11,3,0,14,0,0,12,-1.5,180,-0.1517,-0.3247,-0.3537,-0.3717,-0.3867
exp1025,0,0,0,23,16,0,11,20,0,0,0,-1.5,180,-0.2837,-0.3167,-0.3387,-0.3567,-0.3737
exp1026,11,0,0,27,0,0,21,10,0,0,1,-1.5,81,-0.3437,-0.3777,-0.4027,-0.4217,-0.4387
exp1027,0,20,0,24,9,0,0,16,0,0,1,-1.5,180,-0.2617,-0.2937,-0.3127,-0.3287,-0.3417
exp1028,0,0,0,14,18,20,0,17,0,0,1,-1.2,180,-0.3077,-0.3417,-0.3637,-0.3817,-0.3977
exp1029,0,0,20,17,10,0,6,17,0,0,0,-1.5,180,-0.1217,-0.2447,-0.3057,-0.3217,-0.3347
exp1030,0,9,0,0,20,20,21,0,0,0,0,-1.5,151,-0.4157,-0.4577,-0.4877,-0.5127,-0.5327
exp1031,0,0,20,2,20,0,28,0,0,0,0,-1.5,180,-0.0767,-0.1217,0.0033,-0.2377,-0.3727
exp1032,0,0,0,15,0,0,28,0,0,23,27,-1.0,180,-0.2917,-0.3027,-0.3117,-0.3207,-0.3307
exp1033,0,0,0,27,20,0,23,0,0,0,0,-1.5,180,-0.3367,-0.3787,-0.3957,-0.4037,-0.4087
exp1034,0,0,0,9,20,0,0,3,0,0,38,-1.5,136,-0.2517,-0.2817,-0.3007,-0.3167,-0.3297
exp1035,0,0,20,23,0,0,0,0,0,0,27,-1.2,180,-0.3747,-0.3907,-0.4007,-0.4107,-0.4197
exp1036,0,0,0,6,0,0,28,0,0,0,36,-1.5,69,-0.5987,-0.6327,-0.6537,-0.6707,-0.6817
exp1037,0,10,0,22,20,18,0,0,0,0,0,-1.5,156,-0.3567,-0.3807,-0.3957,-0.4087,-0.4207
exp1038,20,0,0,19,13,0,1,0,0,0,17,-1.5,88,-0.6837,-0.7047,-0.7187,-0.7317,-0.7427
exp1040,0,0,20,24,0,0,6,5,0,15,15,-1.5,30,-0.3397,-0.3757,-0.3987,-0.4177,-0.4337
exp1041,0,0,15,24,0,0,16,0,0,15,15,-1.0,180,-0.3757,-0.3987,-0.4147,-0.4277,-0.4397
exp1042,0,0,15,14,5,5,16,0,0,15,15,-1.0,180,-0.3297,-0.3507,-0.3657,-0.3787,-0.3887
exp1043,0,0,15,24,0,0,6,5,0,20,20,-1.5,50,-0.3217,-0.3567,-0.3797,-0.3967,-0.4127
exp1044,0,0,25,14,5,0,11,0,0,15,15,-1.0,53,-0.5007,-0.5337,-0.5547,-0.5717,-0.5857
exp1045,0,0,15,14,0,0,16,0,0,25,25,-1.0,180,-0.3287,-0.3477,-0.3607,-0.3707,-0.3807
exp1046,0,0,15,19,5,0,16,0,0,15,15,-1.5,30,-0.1177,-0.3187,-0.3317,-0.3387,-0.3447
exp1047,0,0,15,24,0,0,16,0,0,15,15,-1.0,180,-0.3097,-0.3267,-0.3387,-0.3477,-0.3557
exp1048,0,0,15,14,0,0,16,0,0,25,25,-1.0,30,-0.4257,-0.4507,-0.4677,-0.4817,-0.4947
exp1049,0,0,25,24,0,0,6,0,0,15,15,-1.0,180,-0.3247,-0.3447,-0.3577,-0.3687,-0.3777
exp1050,0,0,15,14,0,5,12,0,5,15,19,-1.5,30,-0.5647,-0.6057,-0.6357,-0.6597,-0.6787
exp1051,0,0,25,24,0,0,6,0,0,15,15,-1.0,30,-0.4697,-0.4997,-0.5197,-0.5367,-0.5507
exp1052,5,0,15,14,5,0,6,5,5,15,15,-1.5,180,-0.3637,-0.4117,-0.4457,-0.4777,-0.5067
exp1053,5,0,25,19,0,0,6,0,0,15,15,-1.0,30,-0.7117,-0.7287,-0.7397,-0.7477,-0.7547
exp1054,0,0,25,14,0,0,6,0,0,25,25,-1.5,30,0.0093,-0.2177,-0.4067,-0.4117,-0.4157
exp1055,5,0,25,14,5,0,6,0,0,15,15,-1.5,180,-0.0557,-0.0777,-0.1047,-0.1317,-0.1627
exp1056,0,5,15,24,0,0,6,1,0,19,19,-1.0,30,-0.5097,-0.5357,-0.5537,-0.5677,-0.5807
exp1057,0,0,25,24,0,0,6,0,0,15,15,-1.0,30,-0.4467,-0.4737,-0.4927,-0.5087,-0.5217
exp1058,0,0,15,14,5,0,16,5,0,15,15,-1.0,180,-0.6477,-0.6727,-0.6897,-0.7027,-0.7137
exp1059,0,0,15,24,0,1,6,5,0,19,19,-1.5,30,-0.3777,-0.4097,-0.4327,-0.4507,-0.4677
exp1060,0,0,25,14,0,0,6,5,0,20,20,-1.5,180,-0.3367,-0.2297,-0.4007,-0.4187,-0.4347
exp1061,0,0,15,24,3,0,6,0,0,22,22,-1.5,180,-0.0697,-0.0217,-0.1227,-0.1537,-0.2247
exp1062,0,0,25,14,5,0,6,0,0,20,20,-1.0,133,-0.3477,-0.3677,-0.3817,-0.3927,-0.4027
exp1064,0,0,25,14,5,0,6,5,0,15,15,-1.0,30,-0.7317,-0.7587,-0.7767,-0.7917,-0.8047
