Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Tafel Slope (mV/dec),Exchange Current Density (mA/cm²),R²,Overpotential @ 50 mA,Cdl mF cm-2
exp593,0,0,0,0,5,20,20,5,0,25,20,-1.5,180,,,,,
exp594,0,5,0,0,0,45,0,0,0,20,20,-1.5,180,,,,,
exp596,0,5,0,0,0,0,15,0,0,20,50,-1.5,60,,,,,
exp609,0,0,0,29,23,7,0,0,0,10,11,-1.5,56,,,,,
exp610,0,0,3,0,25,13,0,0,0,10,29,-1.5,180,184.99568442296376,0.0958293839798526,0.9805216537566408,-0.5257,2.3558952621758
exp611,0,0,0,37,23,0,0,0,0,10,10,-1.2,180,251.36142308688093,61.528794318413134,0.4303236835880407,-0.3507,103.9106127944205
exp612,0,0,0,28,18,0,0,0,0,24,24,-1.5,180,87.30844445774642,0.0006087319106744,0.9878762689552916,-0.4377,27.6849497634299
exp613,0,0,20,0,0,20,20,0,0,10,10,-1.2,30,83.30849517934122,0.0013484232947631,0.9949867679797502,-0.3807,4.5733815729179
exp614,0,0,0,40,0,20,0,0,0,10,10,-1.5,150,304.53218685021335,61.67075683741616,0.426115114063657,-0.2967,-6.871641071736001
exp615,0,1,0,0,22,0,20,0,0,27,27,-1.0,111,79.42546086742983,0.0005978469954369,0.9959387142806412,-0.3867,11.6643687260995
exp616,0,0,0,31,18,11,0,0,0,10,10,-1.5,180,60.41678413342699,83722.15224351942,0.1145695033984907,-0.1977,104.0093125313206
exp617,0,20,0,40,0,0,0,0,0,10,10,-1.5,180,654.8747474846872,3.1018575654255165,0.5780025992671489,-0.5967,5.8087080225147005
exp618,0,0,0,0,17,10,0,0,0,37,43,-1.5,180,85.74416372851123,0.008205635636808,0.9890395547396044,,9.4503125364017
exp619,0,0,0,0,0,20,0,0,0,50,50,-1.5,30,97.262293653958,0.0002135417380145,0.9924606946137984,-0.5277,0.47327875709
exp620,0,0,30,0,3,11,16,0,0,10,10,-1.0,180,77.30089044403888,0.001572269229416,0.9970468113330028,-0.3567,7.3938462333568
exp621,0,0,0,2,25,0,4,0,0,10,39,-1.0,180,249.2403950001985,1.11524641479121,0.4932564934777357,-0.3377,42.33316625452721
exp622,0,0,0,37,19,0,0,4,0,10,10,-1.4,180,75.76927523897696,0.0194805481642025,0.0100304609537828,-0.4907,21.0068414687927
exp623,0,0,30,17,13,0,0,0,0,10,10,-1.0,90,81.7204985176014,0.0005867048686501,0.9964959824646286,-0.4047,3.8483898217608
exp624,0,0,0,40,20,0,0,0,0,10,10,-1.4,84,118.51341500297237,1509.863876204802,0.1682436178648211,-0.4187,87.9848970792917
exp625,0,0,0,0,25,10,0,20,5,10,10,-1.5,180,317.30923884530534,2.292481659055767,0.6023693013345247,-0.3367,57.8874897347413
exp626,0,0,0,37,0,3,0,20,0,10,10,-1.5,180,25.56140775621577,1.9529601178298427e-10,0.0031725343415585,-0.4737,16.518866319974
exp627,0,0,0,0,25,6,0,0,0,10,39,-1.5,165,107.9358379307446,0.0118259239934388,0.9840322115433,-0.4027,10.2660546942978
exp628,0,0,0,33,7,20,0,0,0,10,10,-1.3,180,81.42177511087519,9124.06893591759,0.1571303902897636,-0.3407,96.8691574463546
exp629,0,0,0,0,25,0,0,0,0,45,45,-1.5,158,85.271784961349,0.0012776456367043,0.9867773159155812,-0.3987,19.6620546146905
exp630,0,0,0,0,19,0,20,0,0,10,31,-1.4,88,256.19620601295344,2.954560659057278,0.3061832963434176,-0.3047,102.2155399862922
exp631,0,0,0,0,11,3,17,0,0,10,39,-1.0,158,86.14000501079664,0.0021222605084614,0.9955743424895188,-0.3747,6.9736087058343
exp632,20,0,0,15,0,18,7,0,0,10,10,-1.5,30,108.92943753368338,0.0053924656610289,0.9907230149627736,-0.4427,21.5193286624566
exp633,0,0,0,0,0,20,15,0,0,35,35,-1.4,180,80.14353889904083,0.0029907056247224,0.9943790049540128,-0.3497,15.4754894729514
exp634,0,0,29,0,11,0,20,0,0,10,10,-1.0,75,82.51027811458034,0.0012164437159257,0.9955916159377256,-0.3777,6.6125621746287
exp635,0,13,0,0,15,20,12,0,0,10,10,-1.5,180,98.9218911413455,0.0057586598745089,0.9898510291727852,-0.3887,8.626132929993801
exp636,0,12,0,28,0,20,0,0,0,10,10,-1.5,91,105.00500205229748,0.0010541325919265,0.9912344771975996,-0.4927,5.0587163468858
exp637,0,0,1,40,19,0,0,0,0,10,10,-1.5,76,55.81759664267605,599389.7946825033,0.0693458847701075,0.0013,122.53501351916468
exp638,0,0,0,0,25,20,0,0,0,25,25,-1.5,66,152.53400819974658,0.0425291787409693,0.9820110340293756,-0.4887,1.6898747455668
exp639,0,0,0,0,11,20,20,9,0,10,10,-1.5,180,297.31040838499933,2.303764414160242,0.6304163758342956,-0.3117,48.275913131467
exp640,0,0,5,0,21,0,0,0,0,10,44,-1.0,152,93.0719866640126,0.0019308023258103,0.994799455464763,-0.4167,9.6886289514291
exp641,0,0,0,0,4,20,16,0,0,10,30,-1.5,159,38.29769982584925,6788.762221607715,0.0075187443277281,-0.2717,90.8198862899275
exp642,0,0,0,8,20,0,0,0,0,10,42,-1.0,174,381.83334938725704,3.137986902864679,0.5884206981900971,-0.3307,49.5760712469987
exp643,0,0,0,0,23,12,0,20,0,10,15,-1.5,180,342.7339988087076,2.5404032693243903,0.6659147854628245,-0.3317,53.6441307840653
exp644,0,0,16,0,11,8,16,0,0,19,19,-1.5,129,277.7237159989863,3.105114328179059,0.387737416483138,-0.3087,70.2864644615872
exp645,0,0,0,25,20,13,0,2,0,10,10,-1.5,180,160.74002303971795,141.24806759444684,0.1074741820503341,-0.4157,87.8269151064645
exp646,0,0,30,0,12,18,0,0,0,10,10,-1.1,168,301.6809265068261,2.03623279600353,0.5851409251479803,-0.3287,26.6275541175879
exp647,0,0,0,0,25,0,0,0,0,45,45,-1.0,153,341.9781239221192,2.852663034028601,0.5126161433311378,-0.3247,48.7256439308056
exp648,0,0,30,0,6,5,19,0,0,10,10,-1.5,84,92.13277983348708,0.0003737375109322,0.9955447423242486,-0.4777,2.1310672987786
exp649,0,0,6,0,11,20,0,0,0,10,33,-1.4,180,114.0534530035802,0.8913180570490484,0.0721463406050575,-0.2867,74.7416340423344
exp650,0,0,0,40,15,0,5,0,0,10,10,-1.3,93,309.47923034045476,71.35982005344036,0.5018525061173579,-0.4257,115.3702716651074
exp651,0,0,16,0,0,20,17,0,0,10,17,-1.4,135,120.6892270807746,0.1128440830464256,0.4259207682992452,-0.3117,28.3070791174134
exp652,0,0,0,0,25,0,0,0,0,16,45,-1.4,146,115.1644863524158,122.42125668001684,0.104534051910279,-0.3217,151.35615776007148
exp653,0,0,0,0,14,18,0,0,0,10,38,-1.3,180,241.0360423079766,2.440433928308174,0.4064520759358411,-0.2997,43.2878038545436
exp654,0,0,30,0,5,0,0,0,0,35,35,-1.0,135,72.18479753583433,0.0030266006131497,0.9935830569719476,-0.3127,16.778739969245798
exp655,0,0,27,0,15,0,0,0,0,28,28,-1.5,180,105.97100273380237,0.00046797744572,0.9980916578026706,-0.5367,0.2130918096244
exp656,20,25,0,0,0,0,0,0,0,25,25,-1.0,38,189.19052105355016,0.0010152115935501,0.9957160554039928,-0.9257,0.1014586382439
exp657,0,0,0,40,0,0,0,0,0,10,30,-1.2,180,179.61586804552286,0.744935339405539,0.0561361861540911,-0.4837,5.642717761919
exp658,0,0,0,0,25,0,17,0,0,10,28,-1.4,30,299.30702978317805,1.5759896633815391,0.5031920003427627,-0.3607,7.0245572116171004
exp659,0,0,0,0,2,19,17,0,0,10,32,-1.5,180,309.2254801090575,2.9214568325344916,0.6640902068626983,-0.2977,36.7963208022348
exp660,0,15,0,0,0,20,20,5,0,10,10,-1.5,111,110.84405858899544,0.01388382411494,0.9935072184768082,-0.4007,8.648691539305998
exp661,0,0,0,3,12,20,0,0,0,35,35,-1.2,180,36.15951272252651,0.0046966911569234,0.0070526965333363,-0.3027,79.65382906994729
exp662,0,23,0,0,0,15,20,0,0,10,12,-1.5,49,139.5061444293377,0.0054637667232499,0.991410153569836,-0.5647,1.6311733324983
exp663,0,9,0,0,0,20,12,0,0,29,29,-1.5,180,189.9075758918028,1.979529793986982,0.2164234397027689,-0.2897,53.822386216363896
exp664,0,0,0,40,19,1,0,0,0,10,10,-1.5,113,42.45190520619562,10866358.852175992,0.0456514001270967,-0.1887,101.2205815317784
exp665,0,0,0,0,25,0,0,0,0,45,45,-1.5,101,22.020496494456292,7.890802129372615e-05,0.0035608527013203,-0.2987,109.0415360241366
exp666,0,0,0,9,24,5,0,0,0,32,32,-1.5,81,61.375367718837445,0.0818753460068604,0.0173072844910039,-0.3307,78.9895169946935
exp667,0,0,0,40,20,0,0,0,0,10,10,-1.5,180,33.473556384963864,169244188.58956626,0.0347172738152233,-0.1747,2.6706647737258997
exp668,0,0,0,40,0,0,0,0,0,10,30,-1.5,180,27.450350728699537,67828630067.58121,0.0392082418052468,-0.2207,124.594406362095
exp669,0,0,0,45,15,5,0,0,0,5,5,-1.5,180,19.610202342512963,199829063111503.38,0.0252080500516021,-0.1787,113.2182195272602
exp670,0,5,0,45,15,0,0,0,0,5,5,-1.0,30,81.49978485801816,0.0003705902137474,0.995336995836806,-0.4297,1.791069166921
exp671,0,0,0,35,25,5,0,0,0,5,5,-1.5,73,124.1609547014932,846.7587622277076,0.1687016701456747,-0.3837,93.6039278086125
exp672,0,5,5,36,19,0,0,0,0,5,5,-1.5,150,22.24386989617675,1087391695413.9734,0.0271067798301765,-0.1607,103.9288788016159
exp673,0,5,0,45,15,0,0,0,0,5,5,-1.5,142,21.780508985137345,2484795558508.803,0.0254873978638052,-0.1687,110.10850414285832
exp674,5,0,0,45,15,0,0,0,0,5,5,-1.5,180,27.315346190129535,40224480024.83064,0.0462159388145357,-0.1807,136.8231274337549
exp675,0,0,0,45,15,0,5,0,0,5,5,-1.5,135,37.92787812305413,78731441.56732939,0.0536080344473114,-0.1687,42.3534451395453
exp676,0,5,0,35,20,0,5,0,0,5,5,-1.5,30,97.94150579260052,0.0003934471539266,0.9862304770028884,-0.5137,9.0020789166727
exp677,0,0,5,45,15,0,0,0,0,5,5,-1.5,176,22.24638047938215,1918139337297.631,0.0340957936119493,-0.1637,128.6787398264635
exp678,0,5,0,45,15,0,0,0,0,5,5,-1.5,30,294.19527500526755,66.60223518856951,0.4234907313591797,-0.4317,63.1237580917971
exp679,0,0,0,45,15,0,0,0,5,5,5,-1.5,180,250.12149157564235,71.0890182422445,0.2444724133808472,-0.4307,74.5674477700546
exp680,0,0,0,35,25,5,0,0,0,5,5,-1.0,180,74.46803252248151,0.001291682905988,0.996526929169125,-0.3557,11.8417787677977
exp681,0,0,5,35,25,0,0,0,0,5,5,-1.5,180,27.27219942910874,7984331173.024845,0.0346703718252731,-0.1607,99.0972395785083
exp682,0,0,5,45,15,0,0,0,0,5,5,-1.5,83,50.70764613971562,2162561.729087282,0.0708556370022371,-0.1797,113.2652771022331
exp683,5,0,0,40,15,5,0,0,0,5,5,-1.0,118,116.6930628207052,0.0004319042490985,0.9952562174516004,-0.5947,0.14354511755
exp684,0,2,5,43,15,0,0,0,0,5,5,-1.5,135,25.820469488950312,72222237261.74776,0.0275673688696711,-0.1727,114.1986971976538
exp685,5,0,5,35,20,0,0,0,0,5,5,-1.5,118,40.21032749712075,34669095.17231693,0.0740587132694522,-0.0027,151.6303847835421
exp686,0,0,5,38,15,0,0,0,0,5,12,-1.5,131,32.39046566700995,1177043455.7868752,0.0446196332408333,-0.0197,113.8195328671032
exp687,5,0,5,40,15,0,0,0,0,5,5,-1.3,158,124.23609710464946,0.3819519659772258,0.0269456325426233,-0.4277,37.5527007878158
exp688,0,0,5,45,15,0,0,0,0,5,5,-1.5,110,34.04437542399837,593671808.941372,0.0467295164190333,-0.1697,119.1762384138795
exp689,0,0,5,35,25,0,0,0,0,5,5,-1.5,121,42.17971621924842,8678681.043752648,0.064983287585607,-0.1617,104.7845327277887
exp690,0,1,0,35,25,0,0,4,0,5,5,-1.5,157,144.8334554472072,0.4790478141288704,0.0323292718065669,-0.4687,28.1248051635318
exp691,5,0,0,35,20,5,0,0,0,5,5,-1.5,117,49.61748436040741,1036067.7087123937,0.0932550276494717,-0.1877,129.5441054812145
exp692,0,0,5,35,24,0,0,0,0,6,6,-1.5,114,41.42315673437365,12369434.271356644,0.0572863284276841,-0.1657,100.6289889630915
exp693,0,0,5,45,15,0,0,0,0,5,5,-1.5,131,24.96690552696816,182003581468.14645,0.0295452220292674,-0.1657,121.8708090505869
exp694,0,4,0,41,15,0,5,0,0,5,5,-1.5,104,51.90409990854614,2058177.040335473,0.070898884883484,-0.1697,133.0703219999838
exp695,0,0,5,35,25,0,0,0,0,5,5,-1.5,138,35.37581602581073,109115789.77785625,0.0426807117681586,-0.1667,112.2455817718363
exp696,5,0,0,35,15,5,5,0,0,5,5,-1.5,30,309.471828118458,50.96284315600669,0.4274555075924101,-0.3697,116.079426788026
exp697,5,0,0,45,15,0,0,0,0,5,5,-1.5,96,47.44743156169858,4088427.85532202,0.0746188992714566,-0.2267,139.685718208927
exp698,0,0,5,40,15,5,0,0,0,5,5,-1.4,180,25.875334508003,59482939616.00802,0.0290315530462376,-0.1667,140.9686701073838
exp699,0,0,2,38,15,0,5,0,5,5,5,-1.5,30,129.54283914831083,0.0003796898482063,0.9953825032076342,-0.6817,2.4676978751879
exp700,4,1,0,35,25,0,0,0,0,5,5,-1.5,112,32.92537557934992,655621421.4543538,0.0650986517009798,-0.1597,151.6093155772226
exp701,0,5,5,40,15,0,0,0,0,5,5,-1.5,90,46.404099101078074,6542991.99247166,0.0690140634953887,-0.1737,105.8859458339406
exp702,0,0,0,35,25,5,0,0,0,5,5,-1.5,128,57.52993532953169,162682.900397377,0.0960962009523349,-0.1847,116.90402850196652
exp703,5,0,0,35,25,0,0,0,0,5,5,-1.5,30,267.45487157547757,62.835307293120366,0.2296207229104792,-0.3887,92.4125482872185
exp704,3,0,5,42,15,0,0,0,0,5,5,-1.5,143,20.394235452618048,81137759184588.38,0.0357773196032599,-0.1667,151.3385174992612
exp705,5,0,5,35,15,0,5,0,0,5,5,-1.5,159,25.214047819135427,341234187259.3736,0.0417470757807001,-0.0137,160.8402683778862
exp706,0,5,0,45,15,0,0,0,0,5,5,-1.0,163,77.78999881797314,0.0010843255045117,0.9963202657695224,-0.3667,10.8306537213809
exp707,0,0,5,36,15,0,5,0,4,5,5,-1.5,162,146.74634773577415,670.893000011515,0.2202896581078867,-0.4107,150.6247597042324
exp708,5,0,5,40,15,0,0,0,0,5,5,-1.5,129,44.01893789895527,12675085.969452506,0.0805206045359396,-0.2047,150.0263219041361
exp709,0,5,0,38,15,5,0,0,0,7,7,-1.5,120,38.070185558805115,56964044.87882983,0.0472209850281464,-0.1797,117.8350251865315
exp710,5,1,2,37,15,5,0,0,0,5,5,-1.5,180,27.877915791699436,14679273594.253176,0.0556655969681914,-0.1587,151.99997302418168
exp711,5,5,2,35,19,0,0,0,0,5,4,-1.4,156,72.40411252442787,40273.003249456786,0.1260600735947721,-0.2427,127.0216603133017
exp712,0,5,0,35,25,0,0,0,0,5,5,-1.2,180,106.91534081004713,1715.7039037800976,0.222579556036091,-0.3357,113.2568313345496
exp713,0,5,0,40,15,5,0,0,0,5,5,-1.5,121,33.62581856102863,467261747.9938055,0.0383124033431936,-0.1767,115.36319132667472
exp714,5,0,5,40,15,0,0,0,0,5,5,-1.5,167,32.952878068626895,1185136194.1645536,0.0607698221121454,-0.0067,153.46769191522492
exp715,2,5,5,38,15,0,0,0,0,5,5,-1.5,131,16.18133014179425,9.663589588691296e+16,0.0226682624793449,-0.1597,138.6931506119888
exp716,5,0,3,42,15,0,0,0,0,5,5,-1.5,112,48.1705873615948,3793375.529125928,0.0895915478081919,-0.2137,145.0297008487112
exp717,0,5,0,35,25,0,0,0,0,5,5,-1.0,30,87.23896104846294,0.0001473400195865,0.9969098223806016,-0.4807,0.4360008294972999
exp718,0,0,5,35,15,5,5,0,0,5,5,-1.5,158,38.083205898497525,69690484.53747004,0.0503922566986888,-0.1697,112.5870204677238
exp719,0,5,0,45,15,0,0,0,0,5,5,-1.5,103,39.78561667296036,49842102.10855625,0.0543942840039484,-0.0107,115.8402144343882
exp720,5,0,5,35,20,0,0,0,0,5,5,-1.5,80,270.0809238311238,103.50345812426912,0.3290887437394393,-0.3257,113.6677170280912
exp721,5,0,0,45,15,0,0,0,0,5,5,-1.5,132,152.32316917257756,166.2091823095381,0.05671225402945,-0.3917,75.7714028044222
exp722,0,0,5,35,25,0,0,0,0,5,5,-1.5,180,406.98493197661435,3.0787386534730627,0.3565947926487964,-0.4337,20.1840663555717
exp723,0,0,5,45,15,0,0,0,0,5,5,-1.5,134,28.38879774280298,27665611360.013847,0.0393676932719137,-0.1957,150.5485669435251
exp724,0,0,5,45,15,0,0,0,0,5,5,-1.5,142,38.37256981635463,97920133.96487962,0.0582692129185186,-0.1697,124.61455322547693
exp725,5,5,3,35,15,2,0,0,0,5,5,-1.5,113,135.61917562964297,0.0012721266854757,0.996538548626327,-0.6387,1.3000201257941
exp726,0,4,5,35,15,0,5,0,0,6,6,-1.5,152,51.35687029479474,2909.4758608877955,0.013210520619352,-0.3397,113.7554689160252
exp727,0,0,5,43,15,2,0,0,0,5,5,-1.5,49,150.88510554203006,366.2205666629337,0.2423172261550147,-0.3867,102.1056147932869
exp728,5,0,5,35,15,5,0,0,0,5,5,-1.5,180,35.16279242669123,221326750.5326218,0.0690209424233062,-0.1657,150.9824479124616
exp729,20,0,30,0,0,0,20,0,0,0,0,-1.0,64,198.8951219283112,0.0025877046192229,0.997676097164986,-0.8617,0.2243611584023
exp730,0,0,17,0,19,0,11,0,0,0,23,-1.2,84,136.24521379068753,0.0033267963023208,0.9913222357532344,-0.5817,2.6948939179069997
exp731,0,0,0,0,7,17,25,0,0,0,21,-1.5,30,102.87049520379983,0.0013649724323609,0.995097854209298,-0.4757,4.3868303893019
exp732,6,0,30,0,0,25,0,0,0,0,9,-1.0,136,122.74276785198632,0.0008144025761251,0.9962942257257736,-0.5817,0.9990956780157
exp733,0,17,0,0,15,17,0,20,0,0,1,-1.5,180,100.6341310622053,0.010786509735801,0.9888600600260458,-0.3787,19.880410895568
exp734,0,0,0,0,33,0,0,0,0,0,37,-1.5,180,110.20851859078508,0.0006820118216394,0.9964715773877068,-0.5437,6.0487506656478
exp735,20,0,0,10,40,0,0,0,0,0,0,-1.5,177,123.2048522357957,0.002467100410041,0.9972382461490824,-0.5387,3.9851110664703
exp736,0,20,28,0,16,0,0,0,0,7,6,-1.0,180,306.78596944730714,3.1848123614442225,0.3814668036295348,-0.3177,69.2528354230283
exp737,0,0,0,0,28,19,0,2,0,0,21,-1.3,180,103.28435972899344,0.0067665069598978,0.99336075491573,-0.4037,14.12033250018
exp738,0,0,30,0,33,0,0,0,7,0,0,-1.5,30,143.20841431029078,0.0106659392724974,0.9976344074665864,-0.5067,4.8896460034332
exp739,0,25,0,0,40,0,3,2,0,0,0,-1.0,180,121.5438374940393,0.0031804676946017,0.9990790991668248,-0.4877,8.3267432156506
exp740,0,0,0,20,1,12,7,30,0,0,0,-1.5,180,21.665394786186944,1.2573740153820152e-11,0.0031547186994378,-0.4327,43.231343807154005
exp741,0,24,0,0,40,6,0,0,0,0,0,-1.5,137,104.63286073737372,0.0007712337064513,0.995139939793441,-0.5187,8.2295271849191
exp742,0,0,0,0,25,16,15,0,0,0,14,-1.2,180,89.33818628616447,0.0004900056170672,0.9959057102656566,-0.4717,15.2853523646753
exp743,0,16,0,0,27,0,0,14,14,0,-1,-1.5,180,364.2632300557718,1.9347577542745935,0.5477205307006899,-0.4097,23.41162370986
exp744,0,0,30,0,0,25,15,0,0,0,0,-1.4,30,118.5426136494804,0.000423279140271,0.9977508194766214,-0.5917,1.2540381564104
exp745,0,0,0,0,1,25,3,17,0,0,24,-1.5,61,81.5544111416636,0.0092039167131839,0.9857556274733792,-0.3157,20.9253027360785
exp746,0,0,0,0,0,25,0,0,0,0,45,-1.3,180,139.19327487503847,0.0007052408538621,0.9998828962037182,-0.6917,0.3814839235702
exp747,0,0,25,0,10,7,8,0,0,20,20,-1.5,180,87.75148781609373,0.4271690348748117,0.0517243749417143,,92.4956776093713
exp748,0,23,0,0,22,25,0,0,0,0,0,-1.5,180,102.62293075546472,0.0003902932587649,0.9983051917268896,-0.5267,1.5715166253386
exp749,0,0,0,20,23,0,0,0,0,0,27,-1.1,180,103.56478912739809,0.0002669341733899,0.9988720891139896,-0.5507,4.3559816350706
exp750,0,0,0,20,6,0,9,0,0,0,35,-1.5,136,114.81137203738656,3132.494407977172,0.221147726064198,-0.3957,139.3063639842423
exp751,0,0,0,0,38,0,0,15,0,0,17,-1.5,180,350.46463615909084,2.6332575111307146,0.639967297180013,-0.3487,67.4791690497815
exp752,0,0,4,20,26,0,0,0,0,20,20,-1.5,180,56.544638802593184,236231.16628943445,0.1243935806183794,-0.1607,129.9214612962011
exp753,0,0,0,20,0,25,15,0,0,0,10,-1.5,165,187.00015143837132,131.05199831337572,0.3551390789112909,-0.3297,176.913794070053
exp754,0,0,30,20,0,20,0,0,0,0,0,-1.5,180,107.7982737481222,0.292764183385141,0.0266072516712691,-0.4077,78.6820376998072
exp755,0,0,30,0,26,0,8,0,0,6,6,-1.0,180,87.03358082360272,0.0018535052366116,0.9940581940442432,-0.3887,15.4898401343768
exp756,0,0,0,0,20,20,0,30,0,0,0,-1.5,180,308.2854658818339,2.480650947366787,0.6288558690280683,-0.3147,65.623949475696
exp757,8,24,0,0,38,0,0,0,0,0,0,-1.5,180,51.27217473645334,88026.13543670901,0.0661296926226874,-0.2127,171.815317418069
exp758,0,0,26,0,14,25,0,0,0,5,5,-1.1,180,257.65356071273544,2.7700119119878224,0.3644822509547948,-0.2957,71.15005596256991
exp759,20,25,5,0,20,0,0,0,0,0,0,-1.5,180,100.23386621271948,2.576370223349423e-05,0.9969754264778272,-0.6817,0.1201036994505
exp760,0,0,0,0,0,12,25,0,0,0,33,-1.3,65,98.11675900232414,0.0006708288528695,0.9953487976064396,-0.4767,3.3230231940828
exp761,0,25,0,0,13,0,0,0,32,0,0,-1.0,180,264.3421927994094,1.4485119827696256,0.2335382000195781,-0.4447,26.628864387114
exp762,0,3,0,0,33,9,25,0,0,0,0,-1.5,180,100.10894883425452,0.0021562298057715,0.9950838789515984,-0.4497,22.9645456411505
exp763,0,0,0,20,30,20,0,0,0,0,0,-1.5,180,180.76032410503032,148.96916161136974,0.2493706601766684,-0.3867,94.5266957473617
exp764,0,19,0,0,16,0,0,0,35,0,0,-1.0,168,416.3048019773847,2.4846175201029994,0.4729738123958795,-0.4387,22.8320514398686
exp765,0,5,0,0,38,2,25,0,0,0,0,-1.5,30,107.32229837273591,3.656811540610126e-05,0.9995920615995448,-0.6527,3.8064029627261
exp766,0,0,0,20,20,0,0,30,0,0,0,-1.5,180,28.256086910140148,27472930.46314745,0.005830842082102,-0.3817,81.35489710717
exp767,0,20,0,20,5,0,25,0,0,0,0,-1.5,30,102.87829880468816,4.632371833426115e-05,0.9962704710360734,-0.6237,4.4609599954539005
exp768,0,0,0,0,38,0,0,12,0,20,20,-1.5,125,142.92267429359995,0.0945761056657955,0.4854742985683459,-0.3697,37.988621762308505
exp769,0,0,30,0,28,0,10,0,0,2,2,-1.2,180,318.376927220284,3.1098538701611034,0.3695726953795906,-0.3467,92.4619478898467
exp770,0,25,0,0,15,25,3,2,0,0,0,-1.3,180,105.09027427953352,0.0049677333000057,0.9934012547214928,-0.4357,21.561736815192
exp771,0,21,28,0,14,5,3,0,0,0,-1,-1.0,180,121.50403346888092,0.0015803261685385,0.9972446494704572,-0.5487,4.2359942231708
exp772,0,25,0,20,22,0,0,0,0,3,3,-1.5,180,72.48692868878182,17661.806232738363,0.1641575121932515,-0.1697,171.7098628755376
exp773,0,3,0,20,30,0,0,0,0,17,17,-1.5,180,48.01498334791923,692634.2887537655,0.1080810150932819,-0.0107,159.2168543819465
exp774,0,23,22,0,22,0,0,3,0,0,0,-1.0,180,92.9566465324234,3.774089313370572e-05,0.998323753886773,-0.5657,1.9904615434894
exp775,0,25,0,0,17,0,25,3,0,0,0,-1.0,66,86.97703639656729,2.0660405362909595e-06,0.997530561789515,-0.6477,4.4743374946544
exp776,4,0,0,0,36,0,0,30,0,0,0,-1.5,180,366.0070591734476,2.696758412644175,0.6532212390802101,-0.3447,51.3879307561818
exp777,0,0,0,0,12,25,0,0,0,20,33,-1.5,180,348.4454253394425,2.8708054538856067,0.5359943945181901,-0.3467,50.905451357012
exp778,0,23,0,20,26,0,0,1,0,0,0,-1.5,180,183.43732668864817,95.63601090411488,0.1487084179592489,-0.3827,76.9759202871301
exp779,0,0,16,0,21,0,19,14,0,0,0,-1.5,30,131.8797684860445,0.0089089877961693,0.9956240353340684,-0.4877,8.6529751892707
exp780,0,0,1,0,38,25,0,5,0,0,1,-1.5,180,273.6578137388788,2.2432792025106494,0.4220235864268277,-0.3137,80.6182552604534
exp781,0,0,11,0,34,1,0,24,0,0,0,-1.5,30,111.52426408137148,0.0096841045782371,0.993789354533481,-0.4227,11.0693599619382
exp782,0,0,26,20,15,0,0,0,0,9,9,-1.1,180,104.82785087566182,0.000220191539194,0.995867907305305,-0.5527,5.8300319582513
exp783,0,0,30,0,30,0,0,0,0,10,10,-1.0,148,345.75013644985256,2.804872121646909,0.5271285974066134,-0.3277,43.2144631228806
exp784,0,0,0,0,31,0,0,25,0,0,14,-1.5,180,338.5903475705836,2.3352961511418635,0.6443835355942426,-0.3457,55.8481108292988
exp785,0,0,0,0,0,25,12,12,0,20,21,-1.5,180,301.4958557641919,3.0161057638901023,0.4888423037423893,-0.2887,40.143741142552
exp786,0,0,0,0,40,0,0,0,30,0,0,-1.5,165,377.7364998011632,2.632316897172231,0.4527577092277987,-0.4207,25.2975853357586
exp787,0,0,0,20,29,0,0,21,0,0,0,-1.5,146,114.25802241317244,0.4126017170288951,0.0440418522722606,-0.3857,35.176081655367504
exp788,0,0,0,0,40,0,0,0,0,0,30,-1.5,66,115.77348485561244,0.0005978114553803,0.995832985549318,-0.5537,3.8437274686371
exp800,0,20,0,15,25,0,0,2,0,8,8,-1.3,180,220.14971633303125,0.4122843344480746,0.428615050681648,-0.4027,23.933346088251003
exp801,0,28,0,25,17,0,0,0,0,0,0,-1.0,180,83.87713169002383,0.0002553257509437,0.9964435836478974,-0.4437,2.2873810064239
exp802,0,30,0,23,17,0,0,0,0,0,0,-1.4,42,175.99427206694563,87.6231390058405,0.1241354212683008,,66.0408665686431
exp803,5,20,0,25,17,0,0,0,0,3,3,-1.5,30,,,,-0.3967,68.4754205929234
exp804,0,20,4,24,17,0,0,0,5,0,0,-1.5,180,451.23586862158487,2.924268891997342,0.5698277045947082,-0.4357,27.9652262714617
exp805,0,20,0,15,22,0,0,5,0,8,8,-1.4,180,377.6143474890284,2.4079274628638028,0.4963931373923526,-0.3897,34.7967753563451
exp806,0,20,0,25,17,5,0,0,0,0,3,-1.0,180,109.09966542963936,0.0001504024559719,0.9969234971226312,-0.6167,0.8498139310118
exp807,0,20,0,25,25,0,0,0,0,0,0,-1.5,30,21.222223551313093,8.436309110741948e-07,0.0014054581398521,-0.3977,48.982724418214694
exp808,5,30,0,15,17,0,0,0,0,3,3,-1.5,30,144.5789141260997,0.7029910655741701,0.0467586333432383,-0.3897,64.22947998628
exp809,0,30,0,15,20,0,5,0,0,0,0,-1.0,180,78.72110794322268,0.0006962673768751,0.9971871908196368,-0.3807,7.2903277971624
exp810,0,30,0,15,17,0,0,4,0,4,4,-1.5,30,117.39863646670392,0.0091633530452369,0.9958179867746176,-0.4467,7.7115571146201
