Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Overpotential V at 2.0 mA/cm2_Ar,Overpotential V at 10.0 mA/cm2_Ar,Overpotential V at 20.0 mA/cm2_Ar,Overpotential V at 30.0 mA/cm2_Ar,Overpotential V at 40.0 mA/cm2_Ar,Overpotential @ 50 mA_Ar,Tafel Slope (mV dec-1)_Ar,Exchange Current Density (mA cm-2)_Ar,Cdl mF cm-2_Ar
exp863,0,0,0,0,20,10,0,20,0,0,20,-1.5,180,-0.1527,-0.2427,-0.2777,-0.3007,-0.3197,-0.3357,99.37130551,0.02583663,23.88851208
exp864,0,13,0,0,20,11,27,0,0,0,-1,-1.5,30,-0.1627,-0.4647,-0.5037,-0.5287,-0.5497,-0.5677,134.1872242,0.004130878,3.677421984
exp865,0,0,20,0,0,29,21,0,0,0,0,-1.4,122,0.0063,-0.3037,-0.3417,-0.3617,-0.3777,-0.3917,120.3532404,0.030741722,46.81123526
exp866,0,0,0,0,0,41,20,10,0,0,-1,-1.5,30,-0.2167,-0.2947,-0.3367,-0.3687,-0.3947,-0.4177,135.2750668,0.046013312,9.969814691
exp867,0,0,9,0,0,28,0,0,0,33,33,-1.3,101,-0.1967,-0.3007,-0.3337,-0.3567,-0.3757,-0.3927,112.1424162,0.021627865,20.25536979
exp868,0,0,20,0,5,45,0,0,0,0,0,-1.5,55,-0.4727,-0.5557,-0.6027,-0.6327,-0.6557,-0.6737,125.2389081,0.000401159,0.278109147
exp869,5,0,0,0,0,11,35,0,0,0,19,-1.2,53,-0.3567,-0.4147,-0.4497,-0.4787,-0.5047,-0.5277,130.2370557,0.00509652,1.425190472
exp870,0,0,0,0,20,17,0,9,0,0,24,-1.5,180,0.0073,-0.2107,-0.2447,-0.2667,-0.2837,-0.2977,81.47650245,0.013173201,56.73802527
exp871,0,0,0,0,0,10,33,0,0,0,27,-1.4,86,-0.3537,-0.4157,-0.4427,-0.4607,-0.4747,-0.4877,101.0447826,0.000733361,3.738516985
exp872,20,0,20,0,0,10,20,0,0,0,0,-1.5,126,-0.4667,-0.5497,-0.6037,-0.6417,-0.6707,-0.6937,156.7444262,0.002329823,0.536597781
exp873,0,0,0,0,0,23,0,20,0,27,27,-1.3,180,-0.1547,-0.2267,-0.2597,-0.2817,-0.2997,-0.3157,100.1572383,0.041008877,13.54720849
exp874,0,0,0,20,20,10,0,20,0,0,0,-1.5,180,-0.0247,-0.1867,-0.2947,-0.3167,-0.3347,-0.3497,167.3651864,1.371125652,57.78594972
exp875,0,0,0,0,0,39,0,0,0,0,31,-1.5,180,-0.3197,-0.3947,-0.4247,-0.4457,-0.4627,-0.4787,117.0495722,0.004370667,9.765237942
exp876,0,0,7,0,20,12,4,0,0,0,27,-1.5,180,0.0033,-0.3107,-0.3417,-0.3547,-0.3627,-0.3697,340.636963,2.933619607,66.67992815
exp877,0,0,0,20,0,24,0,20,0,6,6,-1.5,180,-0.0707,-0.1337,-0.1847,-0.2147,-0.2367,-0.0007,58.16214428,0.001174785,46.68567545
exp878,0,15,0,0,0,10,35,10,0,0,0,-1.3,30,-0.4377,-0.5207,-0.5517,-0.5717,-0.5867,-0.5997,111.3453322,0.000193264,3.54738655
exp879,0,0,0,0,0,35,35,0,0,0,0,-1.5,30,-0.3737,-0.4487,-0.4827,-0.5077,-0.5277,-0.5457,106.551955,0.000425097,1.626232929
exp880,0,0,0,0,14,11,15,0,0,30,30,-1.2,157,-0.0157,-0.2397,-0.2557,-0.2637,-0.2697,-0.2747,291.3336061,2.692104438,35.274209
exp881,0,0,20,0,3,10,16,5,0,16,16,-1.2,180,-0.2457,-0.3227,-0.3587,-0.3827,-0.4027,-0.4197,115.5421128,0.013989272,7.618400568
exp882,0,0,0,0,20,10,0,7,0,0,33,-1.5,102,-0.1727,-0.2527,-0.2827,-0.3027,-0.3187,-0.3317,86.28831685,0.008570361,23.71022952
exp883,0,0,0,0,6,37,0,0,0,27,27,-1.5,38,-0.2747,-0.3197,-0.3437,-0.3617,-0.3757,-0.3887,88.40901086,0.002131703,5.002398539
exp884,20,0,0,0,20,30,0,0,0,0,0,-1.3,176,-0.6137,-0.6727,-0.7007,-0.7207,-0.7357,-0.7497,113.8041162,2.22E-05,0.167992278
exp885,0,0,0,20,0,30,0,20,0,0,0,-1.4,180,-0.0927,-0.1347,-0.1837,-0.2127,-0.2337,-0.0137,75.97324535,0.006264535,49.38232497
exp886,0,0,20,20,20,10,0,0,0,0,0,-1.4,167,-0.0337,-0.0937,-0.2917,-0.3407,-0.3627,-0.3747,146.7900677,133.5132327,110.1394207
exp887,0,0,0,20,18,10,1,20,0,0,1,-1.5,180,-0.0097,-0.1427,0.0133,-0.3217,-0.3387,-0.3537,90.44864562,0.282084656,69.68801943
exp888,0,0,0,0,0,27,0,0,0,0,43,-1.5,180,-0.3247,-0.3977,-0.4277,-0.4477,-0.4647,-0.4817,114.0584754,0.00324441,6.175434559
exp889,0,0,15,0,19,17,17,0,0,0,2,-1.5,180,-0.2307,-0.3387,-0.3627,-0.3757,-0.3867,-0.3977,93.70726721,0.00451831,26.39012044
exp890,0,0,0,20,0,17,4,20,0,8,9,-1.5,180,-0.0807,-0.1437,-0.1997,-0.2337,-0.2637,-0.3377,65.55916349,13422.25726,65.48513144
exp891,0,0,0,0,6,47,0,0,0,18,17,-1.2,180,-0.0397,-0.2027,-0.2257,-0.2367,-0.2437,-0.2507,227.5795047,2.655437489,22.33105375
exp892,0,0,0,0,15,10,8,0,0,0,37,-1.2,30,-0.3257,-0.3717,-0.3977,-0.4167,-0.4327,-0.4487,102.1755642,0.002800498,4.616647866
exp893,0,0,0,0,20,18,12,20,0,0,0,-1.5,113,-0.0037,-0.2227,-0.2547,-0.2727,-0.2877,-0.3007,77.46529684,0.007288064,44.4408121
exp894,0,0,0,3,15,27,0,0,0,24,25,-1.5,180,-0.0097,-0.1927,-0.2567,-0.2817,-0.2977,-0.3107,71.2190898,0.172033607,103.9146096
exp895,0,0,0,0,0,41,9,20,0,0,0,-1.5,180,-0.0237,-0.1417,-0.1797,-0.2027,-0.2197,-0.2347,161.8264213,2.397505874,72.9853457
exp896,0,0,0,20,19,10,0,20,0,1,1,-1.5,180,-0.0297,-0.1147,-0.2937,-0.3167,-0.3337,-0.3487,6.670533618,5.62E+21,78.18242623
exp897,0,0,20,0,0,19,31,0,0,0,0,-1.4,111,-0.3517,-0.4147,-0.4417,-0.4587,-0.4717,-0.4837,96.98865278,0.000413224,3.816218138
exp898,0,0,0,0,11,31,0,2,0,26,26,-1.4,30,-0.2297,-0.2967,-0.3277,-0.3487,-0.3657,-0.3807,111.6772553,0.0186685,6.321038689
exp899,0,0,0,0,0,30,0,0,0,40,40,-1.5,180,-0.2037,-0.2537,-0.2717,-0.2867,-0.2997,-0.3107,81.01683332,0.008715438,13.79317918
exp900,0,20,0,0,13,28,3,0,0,6,6,-1.4,93,-0.2577,-0.2957,-0.3227,-0.3477,-0.3697,-0.3917,101.6908707,0.008136244,4.142207048
exp901,0,0,0,20,15,32,0,0,0,3,3,-1.5,118,-0.0177,-0.0417,-0.0817,-0.2397,0.0123,-0.2967,147.1133149,165.6286282,121.3914168
exp902,0,0,0,20,5,24,0,20,0,1,1,-1.5,100,-0.0637,-0.1187,-0.0177,-0.2777,0.0043,-0.3737,13.22935618,9.73E-15,80.46351596
exp903,0,0,0,5,14,29,0,0,0,22,22,-1.5,180,-0.2277,-0.2677,-0.2867,-0.3087,-0.3297,-0.3497,98.80435339,0.017619236,15.22426731
exp904,0,0,20,0,0,10,1,0,0,39,39,-1.2,180,-0.3667,-0.4337,-0.4727,-0.5017,-0.5257,-0.5457,121.9152239,0.00217315,0.556457388
exp905,0,0,0,0,0,37,0,0,0,33,33,-1.5,180,-0.0257,-0.2047,-0.2277,-0.2397,-0.2487,-0.2567,237.0616254,2.591655713,51.13978343
exp906,1,20,0,0,20,10,0,0,0,19,19,-1,30,-0.5887,-0.6597,-0.6937,-0.7167,-0.7337,-0.7497,129.0820134,0.000134946,0.181753861
exp907,0,0,0,0,20,12,0,0,0,0,38,-1.5,180,-0.2657,-0.3417,-0.3527,-0.3597,-0.3657,-0.3747,99.54239382,0.010350275,22.30560522
exp908,0,0,0,0,0,33,17,0,0,21,20,-1.5,180,-0.0787,-0.1857,-0.2147,-0.2327,-0.2457,-0.2567,189.5466904,2.420411065,57.09837019
exp909,0,0,0,0,20,21,0,0,0,0,29,-1.5,94,0.0113,-0.2917,-0.3167,-0.3297,-0.3377,-0.3457,343.9159712,2.951554001,54.94967828
exp910,0,0,0,0,20,23,3,0,0,21,24,-1.1,180,-0.1987,-0.2567,-0.2657,-0.2727,-0.2797,-0.2887,74.51383275,0.008677112,22.30369181
exp911,0,20,0,0,20,10,0,0,0,0,20,-1.4,30,-0.6187,-0.6817,-0.7147,-0.7377,-0.7567,-0.7727,133.3300202,0.000144071,0.161290363
exp912,0,0,0,0,0,13,14,9,0,34,34,-1.2,30,-0.3207,-0.4057,-0.4527,-0.4857,-0.5117,-0.5327,138.1463427,0.008264017,2.290820532
exp913,0,13,0,0,3,32,0,0,0,21,22,-1.5,143,-0.2877,-0.3367,-0.3607,-0.3777,-0.3907,-0.4017,87.28987703,0.001193404,2.740073702
exp914,0,0,0,0,20,10,9,0,0,0,31,-1.5,154,0.0043,-0.3037,-0.3327,-0.3477,-0.3587,-0.3667,382.0935143,3.140102071,51.65376084
exp915,0,10,0,0,0,10,35,15,0,0,0,-1.1,139,-0.3177,-0.4497,-0.4977,-0.5267,-0.5487,-0.5657,121.2736637,0.001170622,8.778986405
exp916,0,0,12,0,2,32,12,0,0,11,12,-1.2,153,0.0133,-0.2597,-0.2947,-0.3167,-0.3327,-0.3467,97.40670983,0.01708306,24.89197327
exp917,0,0,0,0,0,37,12,0,0,21,21,-1.3,90,-0.1717,-0.2697,-0.2967,-0.3157,-0.3307,-0.3447,94.30366551,0.011756226,18.15046927
exp918,0,0,0,0,0,39,11,0,0,10,20,-1.3,30,-0.2127,-0.2617,-0.2817,-0.2987,-0.3127,-0.3257,83.46064803,0.006448156,12.40784749
exp919,5,0,5,0,1,46,0,0,0,13,13,-1,180,-0.2037,-0.2667,-0.2977,-0.3197,-0.3377,-0.3517,99.12082512,0.018690001,6.417815612
exp920,4,0,0,0,1,42,0,0,0,23,23,-1.5,180,-0.6067,-0.6777,-0.7087,-0.7287,-0.7437,-0.7577,123.031392,7.10E-05,0.170816619
exp921,0,0,0,0,1,46,0,5,5,13,13,-1.5,180,-0.2627,-0.3087,-0.3317,-0.3477,-0.3607,-0.3727,87.40680006,0.002590145,6.855449703
exp922,0,0,4,0,1,52,0,0,0,13,13,-1,30,-0.1367,-0.2257,-0.2637,-0.2887,-0.3087,-0.3247,98.78652799,0.029917197,23.02225754
exp923,0,0,5,0,5,42,5,0,0,13,13,-1.5,30,-0.3357,-0.4027,-0.4367,-0.4587,-0.4757,-0.4907,112.1709309,0.001661227,1.449227868
exp924,0,0,0,0,5,52,0,0,0,13,13,-1,180,-0.2447,-0.2677,-0.2927,-0.3147,-0.3347,-0.3537,94.0555355,0.011093909,4.353637437
exp925,0,4,0,0,1,42,5,5,0,13,13,-1.4,30,-0.2177,-0.2597,-0.2757,-0.2887,-0.2997,-0.3097,74.64471766,0.003622546,11.9184091
exp926,5,0,0,0,5,42,0,5,0,13,13,-1.5,30,-0.1857,-0.2507,-0.2817,-0.3017,-0.3187,-0.3327,95.87491978,0.021314125,9.507203372
exp927,0,0,0,0,1,42,5,0,0,22,22,-1.5,30,-0.2487,-0.3147,-0.3427,-0.3617,-0.3767,-0.3907,97.91804084,0.004383725,4.100840328
exp928,0,0,0,0,1,52,4,0,0,13,13,-1,180,-0.2517,-0.2837,-0.3197,-0.3457,,-0.3827,106.9143909,0.014673573,2.870097742
exp929,5,5,4,0,1,42,0,0,0,13,13,-1.5,180,-0.2297,-0.2667,-0.2847,-0.2997,-0.3137,-0.3257,76.30422912,0.00288103,9.590299689
exp930,0,0,0,5,1,51,0,0,0,13,13,-1,180,-0.2647,-0.3097,-0.3307,-0.3437,-0.3557,-0.3647,78.64775709,0.001512973,4.671394526
exp931,0,0,0,0,1,52,4,0,0,13,13,-1.5,180,-0.2537,-0.2937,-0.3107,-0.3237,-0.3347,-0.3447,73.26857425,0.001146234,17.80220759
exp932,4,0,0,0,1,52,0,0,0,13,13,-1.5,30,-0.1507,-0.2357,-0.2517,-0.2627,-0.2727,-0.2807,73.16049176,0.008322913,22.41590477
exp933,0,0,4,0,11,42,0,0,0,13,13,-1,91,-0.3157,-0.3557,-0.3767,-0.3917,-0.4037,-0.4147,80.15376852,0.000347884,1.229064076
exp934,0,0,5,0,7,42,0,3,0,13,13,-1,30,-0.2337,-0.2677,-0.2847,-0.2977,-0.3087,-0.3197,74.4001354,0.002860657,8.255312457
exp935,0,0,0,0,11,42,2,0,2,13,13,-1,180,-0.3957,-0.4597,-0.4957,-0.5217,-0.5427,-0.5597,119.385159,0.001156151,0.318048242
exp936,4,0,0,0,1,52,0,0,0,13,13,-1.5,30,-0.3127,-0.4027,-0.4447,-0.4747,-0.4997,-0.5217,148.2035494,0.014079594,7.945854737
exp937,0,0,4,0,11,42,0,0,0,13,13,-1,151,-0.3177,-0.3567,-0.3777,-0.3917,-0.4037,-0.4137,80.76213021,0.000352684,1.153200184
exp938,0,0,4,0,1,52,0,0,0,13,13,-1,180,-0.2237,-0.2607,-0.2777,-0.2927,-0.3057,-0.3177,80.11869049,0.006161786,9.014097678
exp939,3,0,0,0,2,42,5,0,5,13,13,-1,30,-0.2647,-0.3127,-0.3397,-0.3597,-0.3777,-0.3917,95.76838338,0.004384943,3.001681718
exp940,0,0,0,0,1,52,4,0,0,13,13,-1.5,180,-0.6247,-0.6927,-0.7257,-0.7467,-0.7637,-0.7787,129.1841904,9.89E-05,0.138283386
exp941,0,0,0,0,11,42,0,0,4,13,13,-1.5,180,-0.2967,-0.3337,-0.3547,-0.3687,-0.3807,-0.3917,82.12837743,0.000876838,2.844770025
exp942,0,0,0,4,1,42,5,5,0,13,13,-1,30,-0.3497,-0.4187,-0.4527,-0.4817,-0.5077,-0.5307,124.6449125,0.002575439,3.385298523
exp943,0,5,0,0,1,46,0,0,5,13,13,-1,180,-0.5407,-0.5977,-0.6257,-0.6447,-0.6587,-0.6707,100.4241427,2.16E-05,0.487760111
exp944,0,0,0,0,11,46,0,0,0,13,13,-1,74,-0.6727,-0.7317,-0.7607,-0.7797,-0.7957,-0.8087,128.0035536,5.46E-05,0.118768509
exp945,0,0,0,0,11,46,0,0,0,13,13,-1,74,-0.2797,-0.3147,-0.3317,-0.3447,-0.3567,-0.3677,79.74968589,0.000916085,9.061272987
exp946,0,0,0,0,1,52,3,0,0,14,14,-1.5,30,-0.2717,-0.3077,-0.3457,-0.3757,-0.3997,-0.4227,113.2625216,0.014196886,2.262377827
exp947,0,5,0,0,1,51,0,0,0,13,13,-1,79,-0.5307,-0.6257,-0.6837,-0.7227,-0.7517,-0.7757,171.8630057,0.002068371,0.125105878
exp948,4,5,0,0,1,42,5,0,0,13,13,-1.5,30,-0.2487,-0.2857,-0.2997,-0.3107,-0.3197,-0.3267,69.92744882,0.001229969,10.41166045
exp949,0,5,0,5,1,42,0,0,4,13,13,-1,30,-0.4807,-0.5947,-0.6727,-0.7287,-0.7677,-0.7987,202.8856547,0.009929397,0.134788339
exp950,0,0,0,5,1,42,0,0,0,22,22,-1.5,30,-0.2817,-0.3087,-0.3467,-0.3757,-0.4017,-0.4257,122.1657851,0.022497447,3.084414885
exp951,0,0,0,0,11,42,4,0,0,13,13,-1.5,180,-0.2687,-0.3017,-0.3537,-0.4077,-0.4387,-0.4717,179.7239888,0.159260328,3.938124204
exp952,4,5,0,0,1,42,0,0,5,13,13,-1,30,-0.6327,-0.7407,-0.7847,-0.8127,-0.8327,-0.8497,160.1617215,0.000420387,0.10018973
exp953,0,0,0,0,5,52,0,0,0,13,13,-1.5,30,-0.2627,-0.2827,-0.2987,-0.3167,-0.3317,-0.3447,81.78773303,0.003429984,4.538343121
exp954,5,0,0,0,1,42,5,0,0,17,17,-1.3,180,-0.0097,-0.2137,-0.2537,-0.2647,-0.2707,-0.2757,171.2247156,1.971184634,74.89181408
exp955,0,0,5,0,1,51,0,0,0,13,13,-1,141,-0.2817,-0.3247,-0.3477,-0.3637,-0.3777,-0.3907,82.05035892,0.000883621,2.649223827
exp956,0,0,0,4,1,52,0,0,0,13,13,-1,30,-0.3317,-0.3717,-0.3917,-0.4047,-0.4157,-0.4257,73.51916367,7.19E-05,1.991123822
exp957,0,0,0,4,1,42,5,5,0,13,13,-1,180,-0.2687,-0.3417,-0.3797,-0.4057,-0.4267,-0.4437,124.2920804,0.013714796,4.79720581
exp958,0,0,0,0,1,42,0,1,3,23,23,-1,30,-0.4947,-0.6077,-0.6567,-0.6857,-0.7087,-0.7307,141.7117788,0.000519475,0.263279256
exp959,5,0,0,0,10,42,0,0,0,13,13,-1.5,30,-0.2637,-0.2957,-0.3137,-0.3277,-0.3397,-0.3497,78.99193587,0.002174019,7.648315948
exp960,0,0,0,0,1,52,0,0,0,17,17,-1,30,-0.3097,-0.3477,-0.3667,-0.3807,-0.3927,-0.4027,69.08922022,6.11E-05,1.958850771
exp961,0,0,0,0,1,51,0,0,5,13,13,-1.5,30,-0.3897,-0.4637,-0.5027,-0.5297,-0.5547,-0.5767,135.3938836,0.002473482,1.266622206
exp962,0,0,0,0,1,52,0,4,0,13,13,-1.5,180,-0.2987,-0.3617,-0.3977,-0.4287,-0.4587,-0.4867,130.3461635,0.010617239,1.375821913
exp963,0,5,0,0,1,46,0,5,0,13,13,-1.4,180,-0.3177,-0.3807,-0.4117,-0.4357,-0.4587,-0.4817,121.24094,0.004722889,1.2711289
exp964,0,0,5,0,1,42,0,0,5,17,17,-1,180,-0.2377,-0.3307,-0.3737,-0.4047,-0.4307,-0.4557,150.8636732,0.048360937,9.431940912
exp965,0,0,5,0,1,42,0,5,4,13,13,-1.5,30,-0.4927,-0.6127,-0.6787,-0.7147,-0.7397,-0.7587,160.6477263,0.001602869,0.149902628
exp966,0,4,0,0,1,52,0,0,0,13,13,-1,30,-0.3147,-0.3537,-0.3747,-0.3887,-0.3997,-0.4107,72.26130296,7.88E-05,1.589792001
exp967,0,0,0,0,1,52,0,0,0,17,17,-1,30,-0.3017,-0.3387,-0.3577,-0.3727,-0.3847,-0.3947,73.45615796,0.000171977,2.104400013
exp968,0,0,0,0,1,51,0,5,0,13,13,-1,180,-0.3397,-0.4047,-0.4367,-0.4617,-0.4847,-0.5037,116.2525355,0.002281003,1.33740878
exp969,5,0,5,0,5,42,0,0,0,13,13,-1.5,30,-0.2967,-0.3337,-0.3537,-0.3677,-0.3787,-0.3887,81.39574217,0.000856677,2.609211144
exp970,4,0,0,0,1,42,0,0,0,23,23,-1.5,142,-0.5797,-0.6767,-0.7217,-0.7497,-0.7727,-0.7917,157.8609263,0.000855297,0.140923187
exp971,0,0,0,0,5,52,0,0,0,13,13,-1,30,-0.3637,-0.4397,-0.4767,-0.4987,-0.5157,-0.5307,116.1295863,0.00164716,0.477155021
exp972,0,0,0,0,1,46,0,0,0,23,23,-1.3,30,-0.3397,-0.3837,-0.4057,-0.4207,-0.4327,-0.4417,83.17797964,0.000309889,0.383416675
exp973,5,0,0,2,1,42,2,0,5,13,13,-1.5,30,-0.6947,-0.7577,-0.7887,-0.8107,-0.8277,-0.8427,140.730332,9.17E-05,0.124090745
exp974,5,0,0,5,1,46,0,0,0,13,13,-1.5,180,-0.5107,-0.5907,-0.6357,-0.6667,-0.6917,-0.7107,135.2015457,0.000462263,0.290811518
exp975,4,0,0,0,1,52,0,0,0,13,13,-1,180,-0.6777,-0.7567,-0.7957,-0.8217,-0.8427,-0.8617,150.4191555,0.000182594,0.119532556
exp976,0,0,4,0,11,42,0,0,0,13,13,-1,30,-0.2787,-0.3117,-0.3287,-0.3407,-0.3507,-0.3587,70.76867017,0.00060654,5.237338094
exp977,0,0,0,5,1,42,0,5,4,13,13,-1.5,30,-0.7037,-0.7677,-0.8007,-0.8227,-0.8407,-0.8547,141.5728402,8.78E-05,0.120088762
exp978,0,4,0,0,1,52,0,0,0,13,13,-1.5,114,-0.3107,-0.3577,-0.3837,-0.4027,-0.4187,-0.4337,98.75401153,0.002540886,1.194251263
exp979,0,0,0,0,28,1,0,0,0,0,41,-1,85,-0.6697,-0.7427,-0.7827,-0.8097,-0.8317,-0.8507,149.1712975,0.000153556,0.103611784
exp980,0,0,0,20,28,4,18,0,0,0,0,-1.5,30,-0.5847,-0.6757,-0.7237,-0.7537,-0.7767,-0.7957,141.0973583,0.000178343,0.166598021
exp981,0,0,28,20,0,2,20,0,0,0,0,-1.2,122,-0.6327,-0.7327,-0.7737,-0.7997,-0.8197,-0.8377,144.8349596,9.40E-05,0.112929309
exp982,9,0,0,0,28,0,0,20,0,13,13,-1.5,180,-0.2817,-0.3497,-0.3847,-0.4087,-0.4287,-0.4457,110.685137,0.005159609,8.161233297
exp983,0,10,0,0,28,0,0,20,12,0,0,-1.5,180,-0.2047,-0.3027,-0.3327,-0.3517,-0.3667,-0.3807,357.7063822,1.970338002,31.16731521
exp984,0,0,0,0,28,20,0,20,0,0,2,-1.5,180,-0.1687,-0.2787,-0.3097,-0.3287,-0.3437,-0.3567,79.79302723,0.002026352,33.79661199
exp985,20,0,0,0,15,15,20,0,0,0,0,-1.5,30,-0.6617,-0.7307,-0.7627,-0.7837,-0.7987,-0.8117,117.0743341,1.92E-05,0.115036098
exp986,0,0,0,0,13,16,14,2,0,25,25,-1.5,180,-0.3587,-0.4377,-0.4797,-0.5077,-0.5287,-0.5477,133.5658632,0.004241399,2.566367229
exp987,0,0,21,0,9,10,7,0,0,0,23,-1,163,-0.4187,-0.4727,-0.4997,-0.5167,-0.5307,-0.5427,96.87960432,0.000104739,1.898294617
exp988,0,0,0,0,27,0,0,19,0,0,24,-1.5,30,-0.3707,-0.4397,-0.4717,-0.4947,-0.5147,-0.5317,108.077205,0.000562801,4.875943424
exp989,7,20,0,20,2,0,20,0,1,0,0,-1.2,180,-0.6807,-0.7657,-0.8067,-0.8327,-0.8527,-0.8697,142.9047647,8.94E-05,0.115225826
exp990,0,0,0,20,9,20,6,0,0,15,15,-1.5,180,-0.0317,-0.3257,-0.3447,-0.3557,-0.3637,-0.3707,290.5281147,2.515157649,63.67267241
exp991,0,0,4,0,10,20,0,0,0,0,36,-1.5,144,-0.3287,-0.3767,-0.3877,-0.3987,-0.4117,-0.4257,92.36843227,0.001504601,14.44874491
exp992,0,0,28,0,26,0,16,0,0,0,0,-1.5,180,-0.4037,-0.4377,-0.4547,-0.4697,-0.4837,-0.4977,108.5480131,0.001420398,23.24607807
exp993,0,0,19,0,16,0,0,0,0,35,35,-1.3,30,-0.3477,-0.3767,-0.3967,-0.4137,-0.4297,-0.4467,79.18999625,0.000157342,4.533879072
exp994,0,0,11,20,19,0,0,0,0,20,20,-1.5,180,-0.0517,-0.0687,-0.0207,-0.0117,-0.1437,-0.1687,54.32846954,816627.2425,78.97508052
exp995,0,0,28,0,16,0,0,0,0,26,26,-1.3,180,-0.1317,-0.3567,-0.3677,-0.3747,-0.3807,-0.3867,363.1423152,3.027613771,80.50561729
exp996,0,0,0,0,11,15,20,0,0,0,24,-1.4,180,-0.0007,-0.3317,-0.3577,-0.3707,-0.3807,-0.3887,398.9268867,2.853732939,47.33199551
exp997,20,0,0,20,28,2,0,0,0,0,0,-1.4,130,-0.5977,-0.6787,-0.7197,-0.7457,-0.7647,-0.7817,130.9646545,0.000110735,0.126100196
exp998,0,0,28,20,0,20,2,0,0,0,0,-1.5,180,-0.0337,-0.0937,-0.2517,-0.3747,-0.3867,-0.3957,305.5872686,51.62962321,102.9484916
exp999,0,0,0,0,0,20,0,20,0,0,30,-1.5,180,-0.2247,-0.2917,-0.3237,-0.3467,-0.3657,-0.3827,109.4517677,0.01814127,7.042699788
exp1000,0,20,28,0,22,0,0,0,0,0,0,-1.5,180,-0.3687,-0.4317,-0.4687,-0.4967,-0.5197,-0.5397,117.0274528,0.001375778,3.841107382
exp1001,0,3,0,0,17,20,1,0,0,0,29,-1.3,180,-0.0087,-0.2657,-0.3167,-0.3337,-0.3457,-0.3557,266.2313527,2.48851787,71.24698245
exp1002,0,0,14,20,28,0,0,0,0,0,8,-1.4,180,-0.0337,-0.0767,-0.2807,-0.2037,-0.4107,-0.4157,299.835994,56.53169154,97.33815074
exp1003,0,0,14,20,16,20,0,0,0,0,0,-1.5,30,-0.0447,-0.3797,-0.3967,-0.4047,-0.4117,-0.4197,415.3610077,3.080570266,52.01093091
exp1004,0,0,0,0,28,0,8,20,0,0,14,-1.4,180,-0.2147,-0.3097,-0.3407,-0.3617,-0.3787,-0.3937,92.36004899,0.003154179,27.0062419
exp1005,0,0,0,20,20,18,0,0,0,0,12,-1.5,180,-0.0397,-0.0617,-0.0977,-0.2827,-0.3697,-0.3957,165.9108304,282.8655104,116.6450219
exp1006,0,0,0,0,28,0,0,10,0,0,32,-1.5,180,-0.3067,-0.3867,-0.4217,-0.4457,-0.4647,-0.4817,111.8530176,0.002586379,14.65999391
exp1007,0,0,28,0,9,0,5,0,0,0,28,-1.3,30,-0.4527,-0.5047,-0.5307,-0.5487,-0.5637,-0.5767,97.18590811,5.43E-05,2.197372091
exp1008,0,1,0,0,22,10,0,0,0,0,37,-1.5,30,-0.3227,-0.3837,-0.4087,-0.4267,-0.4397,-0.4527,93.99533001,0.000890889,9.951980738
exp1009,0,0,0,20,25,5,0,20,0,0,0,-1.5,162,-0.0537,-0.2487,-0.3657,-0.3897,-0.4097,-0.4277,228.1754981,1.676958198,46.0159948
exp1010,0,0,0,20,24,0,0,20,0,0,6,-1.5,180,-0.0167,-0.1817,-0.3617,-0.3857,-0.4047,-0.4227,90.07633427,0.12183877,47.27850323
exp1011,0,0,0,20,26,20,0,0,0,4,4,-1.3,180,-0.0487,-0.0877,-0.1547,-0.3427,-0.3757,-0.3867,242.3222331,73.82689954,82.98855634
exp1012,0,0,28,0,13,20,3,6,0,0,0,-1.5,78,-0.1667,-0.2487,-0.2787,-0.2987,-0.3137,-0.3267,79.55273025,0.004859676,28.28428007
exp1013,0,0,27,0,25,0,0,18,0,0,0,-1.5,33,-0.2827,-0.3487,-0.3827,-0.4057,-0.4237,-0.4397,109.3989263,0.005300359,8.303335147
exp1014,0,0,8,0,16,20,0,0,0,26,26,-1.5,112,-0.2977,-0.3307,-0.3677,-0.3967,-0.4227,-0.4437,114.8294844,0.009223915,4.698992293
exp1015,0,0,17,0,27,0,0,0,0,0,26,-1.3,180,-0.1057,-0.4117,-0.4257,-0.4347,-0.4407,-0.4457,430.6389255,2.741006451,69.86372485
exp1016,0,0,0,0,19,20,20,11,0,0,0,-1.5,171,-0.0177,-0.2497,-0.2827,-0.3027,-0.3187,-0.3317,74.52811335,0.002221152,46.88739999
exp1017,0,14,28,0,28,0,0,0,0,0,0,-1.4,109,-0.3297,-0.4117,-0.4467,-0.4707,-0.4897,-0.5047,112.6566572,0.001531665,7.211170427
exp1018,0,0,0,0,6,20,0,0,0,4,44,-1.5,30,-0.2977,-0.3207,-0.3417,-0.3677,-0.3907,-0.4107,105.553095,0.008374291,4.903372094
exp1019,0,20,0,0,12,0,0,6,0,33,32,-1.5,180,-0.4717,-0.5397,-0.5857,-0.6177,-0.6437,-0.6627,117.2906876,0.000220741,0.557790364
exp1020,0,0,0,20,25,0,0,0,0,25,25,-1.3,30,-0.0317,-0.3697,-0.3987,-0.4067,-0.4117,-0.4167,290.9927439,2.368001355,68.08306766
