Experiment,V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,blank,Volt,Time,Overpotential V at 10.0 mA/cm2,Overpotential V at 20.0 mA/cm2,Overpotential V at 30.0 mA/cm2,Overpotential V at 40.0 mA/cm2,Overpotential V at 50.0 mA cm-2
exp454,0,0,10,10,0,0,10,20,0,10,10,-1.3,90,-0.5337,-0.5837,-0.6077,-0.6257,-0.6407
exp455,5,10,5,0,20,5,0,20,0,5,0,-1.1,90,-0.6467,-0.6817,-0.7027,-0.7187,-0.7317
exp456,5,5,15,15,0,0,0,0,30,0,0,-1.5,90,-0.6947,-0.7167,-0.7317,-0.7447,-0.7557
exp457,5,10,5,5,0,0,0,0,35,5,5,-1.2,120,-0.6717,-0.6947,-0.7107,-0.7237,-0.7357
exp458,5,5,15,0,0,0,10,15,5,10,5,-1.4,60,-0.7067,-0.7367,-0.7587,-0.7757,-0.7927
exp459,0,10,0,5,15,0,10,5,5,20,0,-1.3,150,-0.2687,-0.3067,-0.3337,-0.3557,-0.3747
exp460,0,20,10,5,0,5,5,0,0,25,0,-1.2,120,-0.6587,-0.6887,-0.7107,-0.7297,-0.7467
exp461,10,35,5,0,0,0,0,5,10,5,0,-1.5,90,-0.7087,-0.7337,-0.7527,-0.7687,-0.7827
exp462,0,0,5,10,15,5,0,5,15,10,5,-1.5,60,-0.3177,-0.3677,-0.4037,-0.4317,-0.4567
exp463,10,5,0,5,5,10,5,0,5,25,0,-1.5,60,-0.5217,-0.5627,-0.5887,-0.6097,-0.6277
exp464,10,15,5,0,5,0,0,0,5,20,10,-1.5,150,-0.7137,-0.7507,-0.7767,-0.7987,-0.8177
exp465,0,5,0,15,15,0,0,0,0,25,10,-1.5,120,-0.2667,-0.2947,-0.3157,-0.3347,-0.3537
exp466,5,5,5,20,0,5,0,10,0,15,5,-1.4,60,-0.3457,-0.3917,-0.4247,-0.4497,-0.4717
exp467,0,0,20,0,0,15,0,20,0,0,15,-1.5,60,-0.5717,-0.6007,-0.6217,-0.6407,-0.6567
exp468,5,10,5,0,5,0,15,5,15,10,0,-1.4,90,-0.6717,-0.7037,-0.7237,-0.7397,-0.7527
exp469,0,20,0,15,10,5,0,0,20,0,0,-1.3,150,-0.2437,-0.2757,-0.2987,-0.3177,-0.3347
exp470,25,0,0,5,0,5,5,10,10,5,5,-1.2,60,-0.6277,-0.6607,-0.6827,-0.6997,-0.7147
exp471,15,0,5,5,5,10,0,5,15,5,5,-1.4,60,-0.4997,-0.5617,-0.5907,-0.6117,-0.6297
exp472,10,5,5,0,0,5,0,15,30,0,0,-1.4,90,-0.6777,-0.7107,-0.7327,-0.7507,-0.7657
exp473,5,15,0,5,10,5,0,0,0,20,10,-1.3,150,-0.6337,-0.6757,-0.7007,-0.7197,-0.7367
exp474,0,0,0,20,5,15,5,15,5,0,5,-1.3,90,-0.3167,-0.3597,-0.3897,-0.4147,-0.4367
exp475,5,0,0,5,10,20,5,10,5,10,0,-1.5,150,-0.3237,-0.3797,-0.4217,-0.4567,-0.4857
exp476,10,10,0,0,0,0,5,15,10,15,5,-1.3,120,-0.7197,-0.7597,-0.7857,-0.8077,-0.8267
exp477,5,5,5,5,5,0,0,25,15,0,5,-1.2,120,-0.6517,-0.6877,-0.7087,-0.7247,-0.7387
exp478,5,5,5,0,0,0,25,5,10,15,0,-1.4,60,-0.7967,-0.8367,-0.8647,-0.8887,-0.9097
exp479,0,5,5,5,5,15,5,5,5,10,10,-1.5,120,-0.3707,-0.4357,-0.4807,-0.5147,-0.5427
exp480,5,0,0,0,0,20,5,15,0,20,5,-1.2,90,-0.5817,-0.6107,-0.6327,-0.6497,-0.6657
exp481,5,15,10,0,0,5,0,5,20,0,10,-1.1,60,-0.7197,-0.7527,-0.7757,-0.7947,-0.8117
exp482,0,5,10,20,0,0,0,25,0,0,10,-1.4,120,-0.3187,-0.3587,-0.3877,-0.4117,-0.4317
exp483,5,0,0,5,5,10,5,10,25,5,0,-1.5,90,-0.6377,-0.6847,-0.7157,-0.7387,-0.7577
exp484,20,15,0,0,0,5,0,5,15,5,5,-1.1,90,-0.5657,-0.5967,-0.6167,-0.6327,-0.6467
exp485,10,5,10,0,0,15,0,0,25,0,5,-1.3,90,-0.6607,-0.7037,-0.7307,-0.7517,-0.7697
exp486,0,5,0,20,0,10,10,5,0,15,5,-1.4,90,-0.3447,-0.3927,-0.4257,-0.4517,-0.4727
exp487,25,0,0,5,0,0,15,5,15,0,5,-1.1,120,-0.6957,-0.7177,-0.7337,-0.7467,-0.7587
exp488,0,20,5,5,0,10,0,5,10,15,0,-1.5,90,-0.5197,-0.5637,-0.5877,-0.6067,-0.6217
exp489,0,0,20,10,5,5,0,0,10,20,0,-1.3,60,-0.3447,-0.3857,-0.4147,-0.4377,-0.4587
exp490,0,10,15,5,0,0,5,25,5,0,5,-1.3,120,-0.4257,-0.4827,-0.5177,-0.5427,-0.5637
exp491,10,15,0,5,0,0,5,20,0,5,10,-1.2,90,-0.6267,-0.6537,-0.6727,-0.6877,-0.7017
exp492,25,0,10,0,0,10,0,15,5,5,0,-1.5,150,-0.6627,-0.6897,-0.7077,-0.7217,-0.7347
exp493,0,5,10,0,5,10,0,5,20,10,5,-1.4,120,-0.4147,-0.5327,-0.5797,-0.6097,-0.6327
exp494,0,5,20,5,0,0,0,30,5,5,0,-1.4,60,-0.5587,-0.6117,-0.6387,-0.6587,-0.6747
exp495,20,0,10,5,0,0,10,15,10,0,0,-1.2,90,-0.6277,-0.6567,-0.6767,-0.6927,-0.7077
exp496,0,0,0,5,10,0,5,10,15,15,10,-1.1,150,-0.3087,-0.3617,-0.3977,-0.4267,-0.4507
exp497,0,0,5,25,0,5,5,10,0,10,10,-1.1,60,-0.4567,-0.5257,-0.5637,-0.5887,-0.6077
exp498,0,10,0,5,30,0,0,5,10,10,0,-1.5,120,-0.3917,-0.4597,-0.5097,-0.5487,-0.5847
exp499,0,10,20,5,0,0,10,15,5,5,0,-1.2,150,-0.5237,-0.5747,-0.6027,-0.6237,-0.6407
exp500,0,5,25,10,0,10,0,0,10,10,0,-1.4,60,-0.3787,-0.4077,-0.4287,-0.4467,-0.4627
exp501,8,0,0,8,8,0,8,0,0,7,31,-1.5,90,-0.4087,-0.4467,-0.4767,-0.5017,-0.5247
exp502,8,0,0,8,0,0,0,15,0,15,24,-1.4,90,-0.3377,-0.3837,-0.4167,-0.4437,-0.4647
exp503,8,0,8,0,0,8,8,15,15,0,8,-1.5,180,-0.7657,-0.7977,-0.8217,-0.8417,-0.8587
exp504,8,0,0,0,0,8,8,0,0,15,31,-1.4,60,-0.6387,-0.6977,-0.7327,-0.7567,-0.7757
exp505,0,0,8,8,0,0,8,15,0,0,31,-1.5,150,-0.0997,-0.2807,-0.3037,-0.3197,-0.3337
exp506,0,0,8,0,8,8,8,0,15,0,23,-1.5,60,-0.5397,-0.5987,-0.6337,-0.6617,-0.6847
exp507,8,0,0,8,8,0,0,7,7,7,25,-1.1,150,-0.2497,-0.2947,-0.3237,-0.3457,-0.3637
exp508,8,0,0,0,8,0,0,15,0,0,39,-1.5,60,-0.6777,-0.7037,-0.7217,-0.7357,-0.7477
exp509,8,0,0,0,8,8,0,0,15,0,31,-1.4,180,-0.4837,-0.5657,-0.6137,-0.6467,-0.6747
exp510,8,0,0,0,8,0,8,0,15,15,16,-1.1,180,-0.5747,-0.6257,-0.6617,-0.6917,-0.7137
exp511,8,0,0,0,0,0,0,0,15,0,47,-1.2,90,-0.8587,-0.8997,-0.9287,-0.9517,-0.9707
exp512,0,0,0,0,8,8,0,0,0,15,39,-1.1,90,-0.3177,-0.3417,-0.3567,-0.3707,-0.3817
exp513,0,0,0,8,8,8,8,7,7,7,17,-1.5,180,,,,,
exp514,0,8,0,8,8,8,0,0,0,7,31,-1.4,150,-0.1517,-0.1987,-0.2197,-0.2327,-0.2427
exp515,0,0,0,8,8,0,0,0,15,15,24,-1.4,60,-0.6107,-0.6437,-0.6607,-0.6727,-0.6827
exp516,8,0,8,8,8,0,0,15,15,0,8,-1.5,180,-0.2657,-0.3107,-0.3397,-0.3637,-0.3827
exp517,0,0,0,0,0,0,8,15,15,15,17,-1.5,90,-0.7747,-0.7967,-0.8117,-0.8237,-0.8357
exp518,0,0,0,8,0,0,8,0,0,15,39,-1.2,150,-0.1937,-0.2117,-0.2247,-0.2357,-0.2457
exp519,8,0,0,0,0,0,8,15,0,0,39,-1.2,180,-0.7647,-0.7897,-0.8087,-0.8247,-0.8387
exp520,8,0,8,0,8,0,8,15,15,0,8,-1.1,90,-0.7277,-0.7697,-0.7907,-0.8037,-0.8137
exp521,0,8,0,0,0,0,0,0,0,15,47,-1.5,180,-0.7957,-0.8297,-0.8527,-0.8707,-0.8857
exp522,0,0,8,0,8,8,0,15,0,0,31,-1.1,180,-0.2987,-0.3447,-0.3777,-0.4037,-0.4267
exp523,8,0,0,0,0,8,0,15,15,15,9,-1.1,60,-0.7157,-0.7417,-0.7577,-0.7707,-0.7817
exp524,8,0,0,8,0,8,0,0,15,15,16,-1.5,150,-0.6187,-0.6507,-0.6657,-0.6757,-0.6847
exp525,0,0,8,8,8,0,0,15,0,0,31,-1.2,90,-0.3397,-0.3747,-0.3987,-0.4187,-0.4367
exp526,8,0,8,8,8,8,0,0,15,0,15,-1.1,60,-0.6047,-0.6487,-0.6737,-0.6917,-0.7067
exp527,0,0,0,0,0,8,8,0,15,0,39,-1.1,150,-0.7627,-0.7837,-0.7977,-0.8077,-0.8177
exp528,0,0,8,0,8,0,0,0,15,0,39,-1.5,150,-0.6227,-0.6807,-0.7197,-0.7507,-0.7767
exp529,8,0,8,8,0,0,0,7,7,0,32,-1.4,180,-0.2837,-0.3357,-0.3707,-0.3987,-0.4237
exp530,8,0,8,0,0,0,0,15,0,0,39,-1.1,150,-0.7197,-0.7637,-0.7897,-0.8097,-0.8277
exp531,0,0,8,8,0,8,0,15,0,0,31,-1.5,60,-0.3477,-0.3907,-0.4207,-0.4447,-0.4647
exp532,8,0,0,8,8,8,8,0,15,15,0,-1.2,90,-0.5137,-0.5887,-0.6287,-0.6537,-0.6687
exp533,8,0,0,0,8,8,8,15,0,15,8,-1.5,150,-0.2847,-0.3437,-0.3847,-0.4177,-0.4457
exp534,0,0,0,0,8,0,0,15,15,15,17,-1.2,150,-0.5957,-0.6447,-0.6647,-0.6777,-0.6887
exp535,0,0,0,0,0,8,0,15,0,0,47,-1.4,150,-0.5767,-0.6047,-0.6277,-0.6467,-0.6627
exp536,8,0,8,8,0,8,0,15,15,0,8,-1.2,150,-0.3357,-0.3907,-0.4257,-0.4537,-0.4767
exp537,0,0,0,8,0,8,0,7,7,7,33,-1.2,60,-0.4057,-0.4747,-0.5227,-0.5557,-0.5807
exp538,0,0,0,8,8,8,0,15,15,0,16,-1.5,90,-0.3187,-0.3687,-0.4027,-0.4297,-0.4527
exp539,0,0,8,8,0,0,0,0,15,0,39,-1.1,90,-0.2787,-0.3677,-0.4057,-0.4367,-0.4627
exp540,0,0,0,8,0,8,8,15,15,15,1,-1.4,180,-0.6237,-0.6457,-0.6597,-0.6697,-0.6787
exp541,8,0,0,8,8,0,8,15,15,0,8,-1.4,150,-0.6967,-0.7137,-0.7237,-0.7317,-0.7387
exp542,8,0,0,8,0,0,8,0,15,0,31,-1.5,60,-0.6837,-0.6977,-0.7077,-0.7157,-0.7217
exp543,0,0,0,0,8,0,8,7,7,7,33,-1.4,90,-0.6397,-0.6717,-0.6867,-0.6977,-0.7077
exp544,0,0,0,8,8,0,8,15,0,15,16,-1.1,60,-0.4827,-0.5327,-0.5567,-0.5727,-0.5847
exp545,8,0,8,0,0,8,0,7,7,0,32,-1.5,90,-0.6427,-0.6977,-0.7237,-0.7407,-0.7547
exp546,0,0,0,8,0,0,0,15,15,0,32,-1.1,180,-0.3217,-0.3637,-0.3907,-0.4117,-0.4297
exp547,0,0,8,0,0,0,0,15,15,0,32,-1.4,60,-0.7807,-0.7987,-0.8117,-0.8217,-0.8307
exp548,8,0,0,8,0,8,8,15,0,0,23,-1.1,90,,,,,
exp549,0,0,8,8,0,8,8,0,15,0,23,-1.4,90,,,,,
exp550,8,8,0,0,8,0,0,0,0,7,39,-1.2,60,,,,,
exp551,0,0,8,0,8,0,8,15,0,0,31,-1.4,180,-0.1437,-0.1977,0.0123,-0.3127,-0.3287
exp552,8,0,8,0,8,8,8,7,7,0,16,-1.2,150,-0.3097,-0.3657,-0.4007,-0.4277,-0.4487
exp553,0,0,0,0,8,8,8,15,15,0,16,-1.2,60,-0.4047,-0.4857,-0.5287,-0.5557,-0.5747
exp554,8,0,8,8,0,0,8,15,15,0,8,-1.2,60,-0.7177,-0.7387,-0.7497,-0.7587,-0.7667
exp555,0,0,8,8,8,0,8,0,15,0,23,-1.2,180,-0.3597,-0.4147,-0.4597,-0.4977,-0.5327
exp556,0,0,8,0,0,8,0,0,15,0,39,-1.2,180,-0.7707,-0.7997,-0.8167,-0.8307,-0.8417
exp557,0,0,8,0,0,8,8,15,0,0,31,-1.2,90,-0.5357,-0.5967,-0.6377,-0.6717,-0.7007
exp558,8,0,8,0,8,8,0,15,15,0,8,-1.4,90,-0.4127,-0.4877,-0.5277,-0.5527,-0.5707
exp559,8,8,0,8,0,8,8,0,0,7,23,-1.1,180,-0.3217,-0.3427,-0.3597,-0.3747,-0.3877
exp560,8,0,8,0,0,0,8,0,15,0,31,-1.4,150,-0.8327,-0.8517,-0.8637,-0.8737,-0.8817
exp561,0,0,8,0,0,0,8,7,7,0,40,-1.1,60,-0.8257,-0.8437,-0.8557,-0.8657,-0.8747
exp562,0,0,8,8,8,8,8,15,15,0,0,-1.1,150,-0.3227,-0.3717,-0.4037,-0.4287,-0.4517
exp563,8,0,8,8,8,8,8,15,0,0,7,-1.4,60,-0.3047,-0.3447,-0.3727,-0.3947,-0.4137
exp564,8,0,0,8,8,8,0,15,0,15,8,-1.2,180,-0.2377,-0.2707,-0.2917,-0.3087,-0.3227
exp565,4,0,0,4,4,4,4,7,7,7,29,-1.3,120,-0.3157,-0.3637,-0.4017,-0.4297,-0.4517
exp566,4,4,0,4,4,4,4,0,0,7,39,-1.3,120,-0.2517,-0.2747,-0.2907,-0.3057,-0.3187
exp567,4,0,4,4,4,4,4,7,7,0,32,-1.3,120,-0.4197,-0.4907,-0.5297,-0.5547,-0.5737
exp568,0,20,0,0,5,25,0,20,0,0,0,-1.5,180,-0.4057,-0.4597,-0.5007,-0.5337,-0.5607
exp569,0,0,0,25,0,0,0,0,0,45,45,-1,180,-0.4187,-0.4627,-0.4917,-0.5127,-0.5307
exp571,0,0,0,15,15,0,0,0,0,20,40,-1.5,180,-0.3207,-0.3427,-0.3677,-0.3897,-0.4097
exp572,30,0,0,0,0,20,0,0,0,20,20,-1,180,-0.8377,-0.8697,-0.8857,-0.8967,-0.9057
exp574,0,0,0,0,50,0,0,20,0,0,0,-1.5,180,-0.3037,-0.3437,-0.3727,-0.3957,-0.4157
exp576,0,0,0,0,25,15,0,30,0,0,0,-1,120,-0.6567,-0.7157,-0.7457,-0.7667,-0.7837
exp577,0,0,20,0,20,10,0,0,0,20,20,-1.5,180,-0.3937,-0.4277,-0.4497,-0.4677,-0.4827
exp578,0,0,0,30,20,0,0,0,20,0,0,-1,180,-0.7177,-0.7367,-0.7487,-0.7577,-0.7647
exp579,0,0,0,0,20,30,0,0,0,20,20,-1.5,60,-0.3957,-0.4267,-0.4467,-0.4627,-0.4767
exp580,0,0,0,0,20,0,30,15,0,5,5,-1.5,180,-0.3467,-0.3937,-0.4307,-0.4637,-0.4897
exp581,0,0,5,0,25,10,0,30,0,0,0,-1.5,180,,,,,
exp582,0,30,0,0,20,0,0,0,0,20,20,-1,180,-0.5827,-0.6267,-0.6507,-0.6687,-0.6837
exp583,0,0,0,0,5,45,0,0,0,20,20,-1,60,-0.5007,-0.5277,-0.5497,-0.5687,-0.5877
exp584,0,0,0,0,25,25,0,0,0,20,20,-1,180,-0.3547,-0.3767,-0.3907,-0.4027,-0.4137
exp585,0,0,0,0,25,15,0,0,0,30,30,-1,180,,,,,
exp586,0,0,0,15,0,35,0,15,5,0,0,-1,180,-0.5827,-0.6557,-0.6887,-0.7097,-0.7267
exp587,0,0,0,0,30,20,0,20,0,0,0,-1,180,-0.4017,-0.5087,-0.5687,-0.6017,-0.6317
exp589,0,5,0,20,0,0,25,0,0,20,20,-1,180,-0.3887,-0.4207,-0.4417,-0.4597,-0.4747
exp590,0,0,0,0,0,45,0,0,0,25,25,-1.5,180,-0.7987,-0.8537,-0.8837,-0.9027,-0.9167
exp591,0,0,5,30,15,0,0,0,20,0,0,-1.5,180,-0.3477,-0.3857,-0.4147,-0.4407,-0.4607
exp592,0,0,0,0,20,0,0,0,0,50,50,-1,180,-0.4307,-0.4657,-0.4917,-0.5127,-0.5307
exp593,0,0,0,5,20,20,0,5,0,25,20,-1.5,180,-0.2517,-0.2877,-0.3107,-0.3287,-0.3447
exp594,0,5,0,0,45,0,0,0,0,20,20,-1.5,180,-0.2937,-0.3247,-0.3457,-0.3617,-0.3757
exp596,0,5,0,0,0,15,0,0,0,20,50,-1.5,60,-0.6477,-0.6847,-0.7087,-0.7287,-0.7457
